2458,Capitan V A Almonacid Airport,IRJ,Argentina,La Rioja,"{latitude:-29.3815994263, longitude:-66.7957992554}",-3
2460,Teniente Benjamin Matienzo Airport,TUC,Argentina,Tucuman,"{latitude:-26.8409, longitude:-65.104897}",-3
2461,Domingo Faustino Sarmiento Airport,UAQ,Argentina,San Juan,"{latitude:-31.571501, longitude:-68.418198}",-3
2462,Area De Material Airport,RCU,Argentina,Rio Cuarto,"{latitude:-33.0850982666, longitude:-64.2612991333}",-3
2463,Villa Dolores Airport,VDR,Argentina,Villa Dolores,"{latitude:-31.9451999664, longitude:-65.1463012695}",-3
2466,Villa Reynolds Airport,VME,Argentina,Villa Reynolds,"{latitude:-33.7299003601, longitude:-65.3873977661}",-3
2467,Brigadier Mayor D Cesar Raul Ojeda Airport,LUQ,Argentina,San Luis,"{latitude:-33.2732009888, longitude:-66.3563995361}",-3
2468,Corrientes Airport,CNQ,Argentina,Corrientes,"{latitude:-27.4455, longitude:-58.7619}",-3
2469,Resistencia International Airport,RES,Argentina,Resistencia,"{latitude:-27.45, longitude:-59.0561}",-3
2470,Formosa Airport,FMA,Argentina,Formosa,"{latitude:-26.2127, longitude:-58.2281}",-3
2471,Cataratas Del Iguazú International Airport,IGR,Argentina,Iguazu Falls,"{latitude:-25.737301, longitude:-54.4734}",-3
2472,Paso De Los Libres Airport,AOL,Argentina,Paso De Los Libres,"{latitude:-29.6894, longitude:-57.1521}",-3
2473,Monte Caseros Airport,MCS,Argentina,Monte Caseros,"{latitude:-30.2719, longitude:-57.6402}",-3
2474,Libertador Gral D Jose De San Martin Airport,PSS,Argentina,Posadas,"{latitude:-27.3858, longitude:-55.9707}",-3
2475,Termal Airport,PRQ,Argentina,Presidencia R.s.pena,"{latitude:-26.753611, longitude:-60.492222}",-3
2476,Martin Miguel De Guemes International Airport,SLA,Argentina,Salta,"{latitude:-24.8560009002999, longitude:-65.4861984253}",-3
2477,Gobernador Horacio Guzman International Airport,JUJ,Argentina,Jujuy,"{latitude:-24.392799, longitude:-65.097801}",-3
2478,Orán Airport,ORA,Argentina,Oran,"{latitude:-23.1527996063, longitude:-64.3292007446}",-3
2481,El Dorado Airport,ELO,Argentina,El Dorado,"{latitude:-26.3974990845, longitude:-54.5746994019}",-3
2482,Goya Airport,OYA,Argentina,Goya,"{latitude:-29.1058, longitude:-59.2189}",-3
2484,Reconquista Airport,RCQ,Argentina,Reconquista,"{latitude:-29.2103, longitude:-59.68}",-3
2485,Curuzu Cuatia Airport,UZU,Argentina,Curuzu Cuatia,"{latitude:-29.7706, longitude:-57.9789}",-3
2486,El Bolson Airport,EHL,Argentina,El Bolson,"{latitude:-41.9431991577, longitude:-71.5323028564}",-3
2487,General E. Mosconi Airport,CRD,Argentina,Comodoro Rivadavia,"{latitude:-45.7853, longitude:-67.4655}",-3
2488,Brigadier Antonio Parodi Airport,EQS,Argentina,Esquel,"{latitude:-42.908000946, longitude:-71.139503479}",-3
2490,Almirante Marco Andres Zar Airport,REL,Argentina,Trelew,"{latitude:-43.2105, longitude:-65.2703}",-3
2491,Gobernador Castello Airport,VDM,Argentina,Viedma,"{latitude:-40.8692, longitude:-63.0004}",-3
2492,El Tehuelche Airport,PMY,Argentina,Puerto Madryn,"{latitude:-42.7592, longitude:-65.1027}",-3
2494,Puerto Deseado Airport,PUD,Argentina,Puerto Deseado,"{latitude:-47.7353, longitude:-65.9041}",-3
2495,Hermes Quijada International Airport,RGA,Argentina,Rio Grande,"{latitude:-53.7777, longitude:-67.7494}",-3
2496,Piloto Civil N. Fernández Airport,RGL,Argentina,Rio Gallegos,"{latitude:-51.6089, longitude:-69.3126}",-3
2497,Malvinas Argentinas Airport,USH,Argentina,Ushuaia,"{latitude:-54.8433, longitude:-68.2958}",-3
2498,Capitan D Daniel Vazquez Airport,ULA,Argentina,San Julian,"{latitude:-49.3068, longitude:-67.8026}",-3
2499,Perito Moreno Airport,PMQ,Argentina,Perito Moreno,"{latitude:-46.537899, longitude:-70.978699}",-3
2500,Santa Cruz Airport,RZA,Argentina,Santa Cruz,"{latitude:-50.0165, longitude:-68.5792}",-3
2501,Comandante Espora Airport,BHI,Argentina,Bahia Blanca,"{latitude:-38.725, longitude:-62.1693}",-3
2502,Brigadier D.H.E. Ruiz Airport,CSZ,Argentina,Colonel Suarez,"{latitude:-37.446098, longitude:-61.889301}",-3
2503,Olavarria Airport,OVR,Argentina,Olavarria,"{latitude:-36.8899993896, longitude:-60.2165985106999}",-3
2504,General Pico Airport,GPO,Argentina,General Pico,"{latitude:-35.6962013245, longitude:-63.7583007812}",-3
2505,Tres Arroyos Airport,OYO,Argentina,Tres Arroyos,"{latitude:-38.3869, longitude:-60.3297}",-3
2508,Ástor Piazzola International Airport,MDQ,Argentina,Mar Del Plata,"{latitude:-37.9342, longitude:-57.5733}",-3
2509,Presidente Peron Airport,NQN,Argentina,Neuquen,"{latitude:-38.949001, longitude:-68.155701}",-3
2511,Comodoro Pedro Zanni Airport,PEH,Argentina,Pehuajo,"{latitude:-35.8446, longitude:-61.8576}",-3
2512,Santa Rosa Airport,RSA,Argentina,Santa Rosa,"{latitude:-36.588299, longitude:-64.275703}",-3
2513,San Carlos De Bariloche Airport,BRC,Argentina,San Carlos De Bariloche,"{latitude:-41.151199, longitude:-71.157501}",-3
2514,Héroes De Malvinas Airport,TDL,Argentina,Tandil,"{latitude:-37.2374000549, longitude:-59.2279014587}",-3
2515,Villa Gesell Airport,VLG,Argentina,Villa Gesell,"{latitude:-37.2354, longitude:-57.0292}",-3
2516,Cutral-Co Airport,CUT,Argentina,Cutralco,"{latitude:-38.9397010803, longitude:-69.2646026611}",-3
2517,Aviador C. Campos Airport,CPC,Argentina,San Martin Des Andes,"{latitude:-40.075401, longitude:-71.137299}",-3
2518,Conceição do Araguaia Airport,CDJ,Brazil,Conceicao Do Araguaia,"{latitude:-8.34834957122802, longitude:-49.3014984130859}",-3
2521,Araraquara Airport,AQA,Brazil,Araracuara,"{latitude:-21.8120002746999, longitude:-48.1329994202}",-3
2522,Santa Maria Airport,AJU,Brazil,Aracaju,"{latitude:-10.984000206, longitude:-37.0703010559}",-3
2524,Piloto Osvaldo Marques Dias Airport,AFL,Brazil,Alta Floresta,"{latitude:-9.8663892746, longitude:-56.1049995422}",-4
2525,Araçatuba Airport,ARU,Brazil,Aracatuba,"{latitude:-21.1413002014, longitude:-50.4247016907}",-3
2526,Val de Cans/Júlio Cezar Ribeiro International Airport,BEL,Brazil,Belem,"{latitude:-1.37925004959, longitude:-48.4762992859}",-3
2527,Comandante Gustavo Kraemer Airport,BGX,Brazil,Bage,"{latitude:-31.39049911499, longitude:-54.112201690674}",-3
2528,Pampulha - Carlos Drummond de Andrade Airport,PLU,Brazil,Belo Horizonte,"{latitude:-19.8512001037597, longitude:-43.9505996704101}",-3
2529,Bacacheri Airport,BFH,Brazil,Curitiba,"{latitude:-25.4050998688, longitude:-49.2319984435999}",-3
2531,Presidente Juscelino Kubistschek International Airport,BSB,Brazil,Brasilia,"{latitude:-15.8691673278808, longitude:-47.9208335876464}",-3
2532,Bauru Airport,BAU,Brazil,Bauru,"{latitude:-22.3449993134, longitude:-49.0537986755}",-3
2533,Atlas Brasil Cantanhede Airport,BVB,Brazil,Boa Vista,"{latitude:2.84138894081, longitude:-60.6922225952}",-4
2534,Barra do Garças Airport,BPG,Brazil,Barra Do Garcas,"{latitude:-15.8613004684, longitude:-52.3889007568}",-4
2535,Cascavel Airport,CAC,Brazil,Cascavel,"{latitude:-25.0002994537, longitude:-53.5008010863999}",-3
2537,Tancredo Neves International Airport,CNF,Brazil,Belo Horizonte,"{latitude:-19.6244430541992, longitude:-43.9719429016113}",-3
2538,Campo Grande Airport,CGR,Brazil,Campo Grande,"{latitude:-20.4687004089, longitude:-54.6725006104}",-4
2539,Serafin Enoss Bertaso Airport,XAP,Brazil,Chapeco,"{latitude:-27.134199142456, longitude:-52.656600952148}",-3
2540,Brig. Lysias Augusto Rodrigues Airport,CLN,Brazil,Carolina,"{latitude:-7.32043981552124, longitude:-47.458698272705}",-3
2541,Diomício Freitas Airport,CCM,Brazil,Criciuma,"{latitude:-28.7244434357, longitude:-49.4213905334}",-3
2543,Bartolomeu Lisandro Airport,CAW,Brazil,Campos,"{latitude:-21.698299408, longitude:-41.301700592}",-3
2544,Corumbá International Airport,CMG,Brazil,Corumba,"{latitude:-19.0119438171, longitude:-57.6713905334}",-4
2545,Afonso Pena Airport,CWB,Brazil,Curitiba,"{latitude:-25.5284996033, longitude:-49.1758003235}",-3
2546,Caravelas Airport,CRQ,Brazil,Caravelas,"{latitude:-17.652299880981, longitude:-39.253101348877}",-3
2547,Hugo Cantergiani Regional Airport,CXJ,Brazil,Caxias Do Sul,"{latitude:-29.1970996856999, longitude:-51.1875}",-3
2548,Marechal Rondon Airport,CGB,Brazil,Cuiaba,"{latitude:-15.6528997421, longitude:-56.1166992188}",-4
2549,Cruzeiro do Sul Airport,CZS,Brazil,Cruzeiro do Sul,"{latitude:-7.59990978241, longitude:-72.7695007324}",-5
2550,Presidente Prudente Airport,PPB,Brazil,President Prudente,"{latitude:-22.1751003265, longitude:-51.4245986938}",-3
2551,Eduardo Gomes International Airport,MAO,Brazil,Manaus,"{latitude:-3.03860998153686, longitude:-60.0497016906738}",-4
2552,Jacareacanga Airport,JCR,Brazil,Jacare-acanga,"{latitude:-6.23316001892089, longitude:-57.7769012451171}",-3
2554,Cataratas International Airport,IGU,Brazil,Foz Do Iguacu,"{latitude:-25.6002788543701, longitude:-54.4850006103515}",-3
2555,Hercílio Luz International Airport,FLN,Brazil,Florianopolis,"{latitude:-27.6702785491943, longitude:-48.5525016784667}",-3
2556,Fernando de Noronha Airport,FEN,Brazil,Fernando Do Noronha,"{latitude:-3.85493, longitude:-32.423302}",-3
2559,Pinto Martins International Airport,FOR,Brazil,Fortaleza,"{latitude:-3.77627992630004, longitude:-38.532600402832}",-3
2560,Rio Galeão – Tom Jobim International Airport,GIG,Brazil,Rio De Janeiro,"{latitude:-22.8099994659, longitude:-43.2505569458}",-3
2561,Guajará-Mirim Airport,GJM,Brazil,Guajara-mirim,"{latitude:-10.7863998413085, longitude:-65.284797668457}",-4
2562,Santa Genoveva Airport,GYN,Brazil,Goiania,"{latitude:-16.6319999694824, longitude:-49.2206993103027}",-3
2564,Guarulhos - Governador André Franco Montoro International Airport,GRU,Brazil,Sao Paulo,"{latitude:-23.4355564117431, longitude:-46.4730567932128}",-3
2565,Guaratinguetá Airport,GUJ,Brazil,Guaratingueta,"{latitude:-22.7915992736816, longitude:-45.2047996520996}",-3
2566,Altamira Airport,ATM,Brazil,Altamira,"{latitude:-3.2539100646973, longitude:-52.254001617432}",-3
2567,Itacoatiara Airport,ITA,Brazil,Itaituba,"{latitude:-3.1272599697113, longitude:-58.481201171875}",-4
2568,Itaituba Airport,ITB,Brazil,Itaituba,"{latitude:-4.2423400878906, longitude:-56.000701904297}",-3
2569,Bahia - Jorge Amado Airport,IOS,Brazil,Ilheus,"{latitude:-14.815999984741, longitude:-39.033199310303}",-3
2570,Usiminas Airport,IPN,Brazil,Ipatinga,"{latitude:-19.470699310303, longitude:-42.487598419189}",-3
2571,Francisco Vilela do Amaral Airport,ITR,Brazil,Itumbiara,"{latitude:-18.4447002411, longitude:-49.2134017944}",-3
2572,Prefeito Renato Moreira Airport,IMP,Brazil,Imperatriz,"{latitude:-5.53129, longitude:-47.459999}",-3
2574,Francisco de Assis Airport,JDF,Brazil,Juiz De Fora,"{latitude:-21.7915000915527, longitude:-43.3867988586425}",-3
2575,Presidente Castro Pinto International Airport,JPA,Brazil,Joao Pessoa,"{latitude:-7.14583301544, longitude:-34.9486122131}",-3
2576,Lauro Carneiro de Loyola Airport,JOI,Brazil,Joinville,"{latitude:-26.2245006561279, longitude:-48.7974014282226}",-3
2577,Presidente João Suassuna Airport,CPV,Brazil,Campina Grande,"{latitude:-7.26992, longitude:-35.8964}",-3
2578,Viracopos International Airport,VCP,Brazil,Campinas,"{latitude:-23.0074005127, longitude:-47.1344985962}",-3
2579,Lages Airport,LAJ,Brazil,Lajes,"{latitude:-27.7821006774999, longitude:-50.28150177}",-3
2580,Lins Airport,LIP,Brazil,Lins,"{latitude:-21.663999557495, longitude:-49.730499267578}",-3
2581,Governador José Richa Airport,LDB,Brazil,Londrina,"{latitude:-23.3335990905999, longitude:-51.1301002502}",-3
2582,Bom Jesus da Lapa Airport,LAZ,Brazil,Bom Jesus Da Lapa,"{latitude:-13.2621002197, longitude:-43.4081001282}",-3
2584,João Correa da Rocha Airport,MAB,Brazil,Maraba,"{latitude:-5.36858987808, longitude:-49.1380004882999}",-3
2585,Monte Dourado Airport,MEU,Brazil,Almeirim,"{latitude:-0.889839, longitude:-52.6022}",-3
2586,Regional de Maringá - Sílvio Nane Junior Airport,MGF,Brazil,Maringa,"{latitude:-23.4794445037999, longitude:-52.01222229}",-3
2587,Mário Ribeiro Airport,MOC,Brazil,Montes Claros,"{latitude:-16.7068996428999, longitude:-43.818901062}",-3
2589,Ponta Pelada Airport,PLL,Brazil,Manaus,"{latitude:-3.14603996276855, longitude:-59.9863014221191}",-4
2590,Zumbi dos Palmares Airport,MCZ,Brazil,Maceio,"{latitude:-9.51080989837646, longitude:-35.7916984558105}",-3
2591,Alberto Alcolumbre Airport,MCP,Brazil,Macapa,"{latitude:0.0506640002131, longitude:-51.0722007751}",-3
2592,Dix-Sept Rosado Airport,MVF,Brazil,Mocord,"{latitude:-5.20192003249999, longitude:-37.3642997742}",-3
2594,Manicoré Airport,MNX,Brazil,Manicore,"{latitude:-5.8113799095154, longitude:-61.278301239014}",-4
2595,Ministro Victor Konder International Airport,NVT,Brazil,Navegantes,"{latitude:-26.879999, longitude:-48.651402}",-3
2596,Santo Ângelo Airport,GEL,Brazil,Santo Angelo,"{latitude:-28.2817, longitude:-54.169102}",-3
2597,Governador Aluízio Alves International Airport,NAT,Brazil,Natal,"{latitude:-5.768056, longitude:-35.376111}",-3
2598,Oiapoque Airport,OYK,Brazil,Oioiapoque,"{latitude:3.85548996925354, longitude:-51.7969017028808}",-3
2599,Salgado Filho Airport,POA,Brazil,Porto Alegre,"{latitude:-29.994400024414, longitude:-51.1713981628417}",-3
2600,Prefeito Doutor João Silva Filho Airport,PHB,Brazil,Parnaiba,"{latitude:-2.89374995232, longitude:-41.7319984435999}",-3
2601,Poços de Caldas - Embaixador Walther Moreira Salles Airport,POO,Brazil,Pocos De Caldas,"{latitude:-21.843000411987, longitude:-46.567901611328}",-3
2602,Lauro Kurtz Airport,PFB,Brazil,Passo Fundo,"{latitude:-28.243999, longitude:-52.326599}",-3
2603,João Simões Lopes Neto International Airport,PET,Brazil,Pelotas,"{latitude:-31.718399, longitude:-52.327702}",-3
2604,Senador Nilo Coelho Airport,PNZ,Brazil,Petrolina,"{latitude:-9.3624095916748, longitude:-40.5690994262695}",-3
2605,Porto Nacional Airport,PNB,Brazil,Porto Nacional,"{latitude:-10.7194004058837, longitude:-48.3997001647949}",-3
2606,Ponta Porã Airport,PMG,Brazil,Ponta Pora,"{latitude:-22.5496006011962, longitude:-55.7025985717773}",-4
2607,Governador Jorge Teixeira de Oliveira Airport,PVH,Brazil,Porto Velho,"{latitude:-8.70928955078125, longitude:-63.90230178833}",-4
2609,Plácido de Castro Airport,RBR,Brazil,Rio Branco,"{latitude:-9.86888885498046, longitude:-67.8980560302734}",-5
2610,Guararapes - Gilberto Freyre International Airport,REC,Brazil,Recife,"{latitude:-8.12648963928222, longitude:-34.923599243164}",-3
2612,Santos Dumont Airport,SDU,Brazil,Rio De Janeiro,"{latitude:-22.9104995727999, longitude:-43.1631011963}",-3
2613,Leite Lopes Airport,RAO,Brazil,Ribeirao Preto,"{latitude:-21.1363887786865, longitude:-47.7766685485839}",-3
2614,Santa Cruz Air Force Base,SNZ,Brazil,Rio De Janeiro,"{latitude:-22.9324, longitude:-43.719101}",-3
2615,Professor Urbano Ernesto Stumpf Airport,SJK,Brazil,Sao Jose Dos Campos,"{latitude:-23.2292003631591, longitude:-45.8614997863769}",-3
2616,Marechal Cunha Machado International Airport,SLZ,Brazil,Sao Luis,"{latitude:-2.58536005020141, longitude:-44.2341003417968}",-3
2618,Congonhas Airport,CGH,Brazil,Sao Paulo,"{latitude:-23.6261100769042, longitude:-46.6563873291015}",-3
2619,Prof. Eribelto Manoel Reino State Airport,SJP,Brazil,Sao Jose Do Rio Preto,"{latitude:-20.8166007995999, longitude:-49.40650177}",-3
2620,Base Aérea de Santos Airport,SSZ,Brazil,Santos,"{latitude:-23.9280567169189, longitude:-46.2997207641601}",-3
2621,Deputado Luiz Eduardo Magalhães International Airport,SSA,Brazil,Salvador,"{latitude:-12.9086112976, longitude:-38.3224983215}",-3
2622,Trombetas Airport,TMT,Brazil,Oriximina,"{latitude:-1.489599943161, longitude:-56.396800994873}",-3
2623,Senador Petrônio Portela Airport,THE,Brazil,Teresina,"{latitude:-5.0599398613, longitude:-42.8235015869}",-3
2624,Tefé Airport,TFF,Brazil,Tefe,"{latitude:-3.38294005394, longitude:-64.7240982056}",-4
2625,Tarauacá Airport,TRQ,Brazil,Tarauaca,"{latitude:-8.1552600860596, longitude:-70.783302307129}",-5
2626,Telêmaco Borba Airport,TEC,Brazil,Telemaco Borba,"{latitude:-24.3178005218505, longitude:-50.6515998840332}",-3
2628,Tabatinga Airport,TBT,Brazil,Tabatinga,"{latitude:-4.2556700706482, longitude:-69.93579864502}",-4
2629,Tucuruí Airport,TUR,Brazil,Tucurui,"{latitude:-3.7860100269318, longitude:-49.72029876709}",-3
2630,São Gabriel da Cachoeira Airport,SJL,Brazil,Sao Gabriel,"{latitude:-0.14835, longitude:-66.9855}",-4
2631,Paulo Afonso Airport,PAV,Brazil,Paulo Alfonso,"{latitude:-9.4008798599243, longitude:-38.250598907471}",-3
2632,Rubem Berta Airport,URG,Brazil,Uruguaiana,"{latitude:-29.7821998596, longitude:-57.0382003784}",-3
2633,Ten. Cel. Aviador César Bombonato Airport,UDI,Brazil,Uberlandia,"{latitude:-18.883612, longitude:-48.225277}",-3
2635,Mário de Almeida Franco Airport,UBA,Brazil,Uberaba,"{latitude:-19.764722824097, longitude:-47.966110229492}",-3
2636,Major Brigadeiro Trompowsky Airport,VAG,Brazil,Varginha,"{latitude:-21.5900993347, longitude:-45.4733009338}",-3
2637,Brigadeiro Camarão Airport,BVH,Brazil,Vilhena,"{latitude:-12.694399833679, longitude:-60.098300933838}",-4
2638,Eurico de Aguiar Salles Airport,VIX,Brazil,Vitoria,"{latitude:-20.258057, longitude:-40.286388}",-3
2640,Campo Fontenelle Airport,QPS,Brazil,Piracununga,"{latitude:-21.9846000671386, longitude:-47.3348007202148}",-3
2641,Chacalluta Airport,ARI,Chile,Arica,"{latitude:-18.348499, longitude:-70.338699}",-4
2642,Balmaceda Airport,BBA,Chile,Balmaceda,"{latitude:-45.9160995483398, longitude:-71.6894989013671}",-4
2644,Chile Chico Airport,CCH,Chile,Chile Chico,"{latitude:-46.5833015441894, longitude:-71.687400817871}",-4
2645,El Loa Airport,CJC,Chile,Calama,"{latitude:-22.4981994628906, longitude:-68.9036026000976}",-4
2646,Gral. Bernardo O´Higgins Airport,YAI,Chile,Chillan,"{latitude:-36.5825004577636, longitude:-72.0314025878906}",-4
2647,Pdte. Carlos Ibañez del Campo Airport,PUQ,Chile,Punta Arenas,"{latitude:-53.002602, longitude:-70.854599}",-4
2648,Teniente Vidal Airport,GXQ,Chile,Coyhaique,"{latitude:-45.5942001342773, longitude:-72.106101989746}",-4
2649,Diego Aracena Airport,IQQ,Chile,Iquique,"{latitude:-20.5352001190185, longitude:-70.181297302246}",-4
2650,Comodoro Arturo Merino Benítez International Airport,SCL,Chile,Santiago,"{latitude:-33.3930015563964, longitude:-70.7857971191406}",-4
2651,Andrés Sabella Gálvez International Airport,ANF,Chile,Antofagasta,"{latitude:-23.444501, longitude:-70.445099}",-4
2652,Capitan Fuentes Martinez Airport Airport,WPR,Chile,Porvenir,"{latitude:-53.2537002563476, longitude:-70.3191986083984}",-4
2653,Futaleufú Airport,FFU,Chile,Futaleufu,"{latitude:-43.1892013549804, longitude:-71.8510971069335}",-4
2654,María Dolores Airport,LSQ,Chile,Los Angeles,"{latitude:-37.4016990661621, longitude:-72.4253997802734}",-4
2655,Guardiamarina Zañartu Airport,WPU,Chile,Puerto Williams,"{latitude:-54.9310989379882, longitude:-67.6262969970703}",-4
2656,Carriel Sur Airport,CCP,Chile,Concepcion,"{latitude:-36.772701, longitude:-73.063103}",-4
2657,Mataveri Airport,IPC,Chile,Easter Island,"{latitude:-27.1648006439, longitude:-109.42199707}",-6
2658,Cañal Bajo Carlos - Hott Siebert Airport,ZOS,Chile,Osorno,"{latitude:-40.6111984252929, longitude:-73.0609970092773}",-4
2659,Vallenar Airport,VLR,Chile,Vallenar,"{latitude:-28.5963993072509, longitude:-70.7559967041015}",-4
2660,De La Independencia Airport,QRC,Chile,Rancagua,"{latitude:-34.1736984252929, longitude:-70.7757034301757}",-4
2661,Teniente Rodolfo Marsh Martin Base,TNM,Antarctica,Isla Rey Jorge,"{latitude:-62.1907997131, longitude:-58.9866981506}",12
2662,La Florida Airport,LSC,Chile,La Serena,"{latitude:-29.916201, longitude:-71.199501}",-4
2664,Maquehue Airport,PZS,Chile,Temuco,"{latitude:-38.766799926758, longitude:-72.637100219727}",-4
2665,El Tepual Airport,PMC,Chile,Puerto Montt,"{latitude:-41.4388999938964, longitude:-73.0940017700195}",-4
2666,Chaitén Airport,WCH,Chile,Chaiten,"{latitude:-42.9328002929687, longitude:-72.6990966796875}",-4
2667,Pichoy Airport,ZAL,Chile,Valdivia,"{latitude:-39.6500015259, longitude:-73.0860977173}",-4
2668,Chachoán Airport,ATF,Ecuador,Ambato,"{latitude:-1.21206998825073, longitude:-78.5746002197265}",-5
2670,Francisco De Orellana Airport,OCC,Ecuador,Coca,"{latitude:-0.462886005640029, longitude:-76.9868011474609}",-5
2671,Mariscal Lamar Airport,CUE,Ecuador,Cuenca,"{latitude:-2.88947, longitude:-78.984398}",-5
2672,Seymour Airport,GPS,Ecuador,Galapagos,"{latitude:-0.453758001327514, longitude:-90.2658996582031}",-6
2673,José Joaquín de Olmedo International Airport,GYE,Ecuador,Guayaquil,"{latitude:-2.15741991996999, longitude:-79.8835983276}",-5
2678,Cotopaxi International Airport,LTX,Ecuador,Latacunga,"{latitude:-0.906833, longitude:-78.615799}",-5
2679,Jose Maria Velasco Ibarra Airport,MRR,Ecuador,Macara,"{latitude:-4.37823009491, longitude:-79.9410018921}",-5
2680,Coronel E Carvajal Airport,XMS,Ecuador,Macas,"{latitude:-2.29917001724243, longitude:-78.1207962036132}",-5
2681,General Manuel Serrano Airport,MCH,Ecuador,Machala,"{latitude:-3.2689, longitude:-79.961601}",-5
2683,Eloy Alfaro International Airport,MEC,Ecuador,Manta,"{latitude:-0.94607800245285, longitude:-80.6788024902343}",-5
2686,Reales Tamarindos Airport,PVO,Ecuador,Portoviejo,"{latitude:-1.04165005683898, longitude:-80.4721984863281}",-5
2688,Mariscal Sucre International Airport,UIO,Ecuador,Quito,"{latitude:-0.129166666667, longitude:-78.3575}",-5
2690,Santa Rosa International Airport,ETR,Ecuador,Santa Rosa,"{latitude:-3.441986, longitude:-79.996957}",-5
2691,General Ulpiano Paez Airport,SNC,Ecuador,Salinas,"{latitude:-2.20499, longitude:-80.988899}",-5
2696,Tarapoa Airport,TPC,Ecuador,Tarapoa,"{latitude:-0.122956000268459, longitude:-76.3377990722656}",-5
2697,Teniente Coronel Luis a Mantilla Airport,TUA,Ecuador,Tulcan,"{latitude:0.809505999088287, longitude:-77.7080993652343}",-5
2699,Silvio Pettirossi International Airport,ASU,Paraguay,Asuncion,"{latitude:-25.2399997711181, longitude:-57.5200004577636}",-4
2700,Juan De Ayolas Airport,AYO,Paraguay,Ayolas,"{latitude:-27.370554, longitude:-56.854064}",-4
2701,Teniente Col Carmelo Peralta Airport,CIO,Paraguay,Conception,"{latitude:-23.442363, longitude:-57.427253}",-4
2703,Dr. Luis Maria Argaña International Airport,ESG,Paraguay,Mariscal Estigarribia,"{latitude:-22.0499992370605, longitude:-60.6199989318847}",-4
2704,Carlos Miguel Gimenez Airport,PIL,Paraguay,Pilar,"{latitude:-26.881224, longitude:-58.318026}",-4
2705,El Eden Airport,AXM,Colombia,Armenia,"{latitude:4.45278, longitude:-75.7664}",-5
2706,Tres De Mayo Airport,PUU,Colombia,Puerto Asis,"{latitude:0.505228, longitude:-76.5008}",-5
2707,Las Flores Airport,ELB,Colombia,El Banco,"{latitude:9.04554, longitude:-73.9749}",-5
2708,Palonegro Airport,BGA,Colombia,Bucaramanga,"{latitude:7.1265, longitude:-73.1848}",-5
2709,El Dorado International Airport,BOG,Colombia,Bogota,"{latitude:4.70159, longitude:-74.1469}",-5
2710,Ernesto Cortissoz International Airport,BAQ,Colombia,Barranquilla,"{latitude:10.8896, longitude:-74.7808}",-5
2711,José Celestino Mutis Airport,BSC,Colombia,Bahia Solano,"{latitude:6.20292, longitude:-77.3947}",-5
2712,Gerardo Tobar López Airport,BUN,Colombia,Buenaventura,"{latitude:3.81963, longitude:-76.9898}",-5
2713,Camilo Daza International Airport,CUC,Colombia,Cucuta,"{latitude:7.92757, longitude:-72.5115}",-5
2714,Rafael Nuñez International Airport,CTG,Colombia,Cartagena,"{latitude:10.4424, longitude:-75.513}",-5
2715,Alfonso Bonilla Aragon International Airport,CLO,Colombia,Cali,"{latitude:3.54322, longitude:-76.3816}",-5
2716,La Florida Airport,TCO,Colombia,Tumaco,"{latitude:1.81442, longitude:-78.7492}",-5
2717,Las Brujas Airport,CZU,Colombia,Corozal,"{latitude:9.33274, longitude:-75.2856}",-5
2718,Yariguíes Airport,EJA,Colombia,Barrancabermeja,"{latitude:7.02433, longitude:-73.8068}",-5
2719,Gustavo Artunduaga Paredes Airport,FLA,Colombia,Florencia,"{latitude:1.58919, longitude:-75.5644}",-5
2720,Santiago Vila Airport,GIR,Colombia,Girardot,"{latitude:4.27624, longitude:-74.7967}",-5
2722,Juan Casiano Airport,GPI,Colombia,Guapi,"{latitude:2.57013, longitude:-77.8986}",-5
2724,Perales Airport,IBE,Colombia,Ibague,"{latitude:4.42161, longitude:-75.1333}",-5
2725,San Luis Airport,IPI,Colombia,Ipiales,"{latitude:0.861925, longitude:-77.6718}",-5
2726,Antonio Roldan Betancourt Airport,APO,Colombia,Carepa,"{latitude:7.81196, longitude:-76.7164}",-5
2727,Jorge Isaac Airport,MCJ,Colombia,La Mina,"{latitude:11.2325, longitude:-72.4901}",-5
2728,Alfredo Vásquez Cobo International Airport,LET,Colombia,Leticia,"{latitude:-4.19355, longitude:-69.9432}",-5
2729,Enrique Olaya Herrera Airport,EOH,Colombia,Medellin,"{latitude:6.220549, longitude:-75.590582}",-5
2730,Baracoa Airport,MGN,Colombia,Magangue,"{latitude:9.28474, longitude:-74.8461}",-5
2731,Los Garzones Airport,MTR,Colombia,Monteria,"{latitude:8.82374, longitude:-75.8258}",-5
2732,Fabio Alberto Leon Bentley Airport,MVP,Colombia,Mitu,"{latitude:1.25366, longitude:-70.2339}",-5
2733,La Nubia Airport,MZL,Colombia,Manizales,"{latitude:5.0296, longitude:-75.4647}",-5
2734,Benito Salas Airport,NVA,Colombia,Neiva,"{latitude:2.95015, longitude:-75.294}",-5
2735,Aguas Claras Airport,OCV,Colombia,Ocana,"{latitude:8.31506, longitude:-73.3583}",-5
2736,Otu Airport,OTU,Colombia,Otu,"{latitude:7.01037, longitude:-74.7155}",-5
2738,German Olano Airport,PCR,Colombia,Puerto Carreno,"{latitude:6.18472, longitude:-67.4932}",-5
