2B_AER_KZN_20191114,180100.000+0300,P02H21M,1508,2895
2B_ASF_KZN_20191114,053700.000+0400,P01H37M,1041,1666
2B_ASF_MRV_20191114,064600.000+0400,P00H42M,449,718
2B_CEK_KZN_20191114,101400.000+0500,P01H12M,771,1357
2B_CEK_OVB_20191114,111900.000+0500,P02H05M,1340,2358
2B_DME_KZN_20191114,161800.000+0300,P01H07M,716,1260
2B_DME_NBC_20191114,020800.000+0300,P01H24M,893,1572
2B_DME_TGK_20191114,043900.000+0300,P01H25M,916,1466
2B_DME_UUA_20191114,080000.000+0300,P01H29M,952,1828
2B_EGO_KGD_20191114,212900.000+0300,P01H49M,1173,1877
2B_EGO_KZN_20191114,090000.000+0300,P01H34M,1009,1937
2B_GYD_NBC_20191114,053300.000+0400,P02H38M,1687,2969
2B_KGD_EGO_20191114,044300.000+0200,P01H49M,1173,1877
2B_KZN_AER_20191114,031100.000+0300,P02H21M,1508,2413
2B_KZN_ASF_20191114,165700.000+0300,P01H37M,1041,1999
2B_KZN_CEK_20191114,102900.000+0300,P01H12M,771,1234
2B_KZN_DME_20191114,205700.000+0300,P01H07M,716,1260
2B_KZN_EGO_20191114,221900.000+0300,P01H34M,1009,1776
2B_KZN_LED_20191114,231600.000+0300,P01H54M,1218,1949
2B_KZN_SVX_20191114,174700.000+0300,P01H07M,724,1390
2B_LED_KZN_20191114,024900.000+0300,P01H54M,1218,1949
2B_LED_NBC_20191114,143000.000+0300,P02H09M,1374,2198
2B_LED_UUA_20191114,074400.000+0300,P02H17M,1465,2344
2B_MRV_ASF_20191114,201700.000+0300,P00H42M,449,718
2B_NBC_DME_20191114,232300.000+0300,P01H24M,893,1715
2B_NBC_GYD_20191114,060400.000+0300,P02H38M,1687,3239
2B_NBC_LED_20191114,232200.000+0300,P02H09M,1374,2638
2B_NBC_SVX_20191114,062900.000+0300,P00H52M,555,977
2B_NJC_SVX_20191114,122400.000+0500,P01H34M,1013,1621
2B_NJC_UUA_20191114,031500.000+0500,P02H26M,1559,2993
2B_NUX_SVX_20191114,085700.000+0500,P02H04M,1326,2546
2B_OVB_CEK_20191114,061200.000+0700,P02H05M,1340,2358
2B_OVB_SVX_20191114,145300.000+0700,P02H08M,1371,2194
2B_SVX_KZN_20191114,045100.000+0500,P01H07M,724,1390
2B_SVX_NBC_20191114,213300.000+0500,P00H52M,555,977
2B_SVX_NJC_20191114,104600.000+0500,P01H34M,1013,1621
2B_SVX_NUX_20191114,004700.000+0500,P02H04M,1326,2122
2B_SVX_OVB_20191114,031700.000+0500,P02H08M,1371,2632
2B_TGK_DME_20191114,032500.000+0300,P01H25M,916,1612
2B_UUA_DME_20191114,231000.000+0300,P01H29M,952,1828
2B_UUA_LED_20191114,143300.000+0300,P02H17M,1465,2813
2B_UUA_NJC_20191114,220100.000+0300,P02H26M,1559,2494
2I_AYP_LIM_20191114,100500.000-0500,P00H27M,340,696
2I_CUZ_LIM_20191114,061200.000-0500,P00H47M,586,1308
2I_CUZ_PEM_20191114,101000.000-0500,P00H25M,311,578
2I_HUU_LIM_20191114,121600.000-0500,P00H21M,258,528
2I_IQT_PCL_20191114,201000.000-0500,P00H42M,530,1183
2I_IQT_TPP_20191114,034900.000-0500,P00H36M,455,846
2I_LIM_AYP_20191114,070600.000-0500,P00H27M,340,696
2I_LIM_CUZ_20191114,150800.000-0500,P00H47M,586,1090
2I_LIM_HUU_20191114,074200.000-0500,P00H21M,258,576
2I_LIM_PCL_20191114,020900.000-0500,P00H39M,492,915
2I_LIM_TPP_20191114,161200.000-0500,P00H49M,619,1151
2I_PCL_IQT_20191114,185100.000-0500,P00H42M,530,1084
2I_PCL_LIM_20191114,234100.000-0500,P00H39M,492,1007
2I_PCL_TPP_20191114,024900.000-0500,P00H23M,288,589
2I_PEM_CUZ_20191114,044100.000-0500,P00H25M,311,636
2I_TPP_IQT_20191114,093000.000-0500,P00H36M,455,1016
2I_TPP_LIM_20191114,185700.000-0500,P00H49M,619,1266
2I_TPP_PCL_20191114,121500.000-0500,P00H23M,288,589
2J_ABJ_BOY_20191114,084000.000-0000,P00H58M,658,1119
2J_ABJ_OUA_20191114,032600.000-0000,P01H13M,833,1699
2J_ACC_OUA_20191114,185100.000-0000,P01H07M,765,1561
2J_BKO_ABJ_20191114,153300.000-0000,P01H21M,922,1881
2J_BKO_DKR_20191114,090100.000-0000,P01H33M,1060,1802
2J_BKO_OUA_20191114,174400.000-0000,P01H01M,700,1190
2J_BOY_ABJ_20191114,123100.000-0000,P00H58M,658,1119
2J_BOY_OUA_20191114,143500.000-0000,P00H29M,335,570
2J_COO_LFW_20191114,042800.000+0100,P00H11M,127,216
2J_COO_OUA_20191114,015500.000+0100,P01H10M,793,1348
2J_DKR_BKO_20191114,000600.000-0000,P01H33M,1060,1982
2J_DKR_OUA_20191114,232700.000-0000,P02H34M,1749,2973
2J_LFW_OUA_20191114,192500.000-0000,P01H06M,753,1408
2J_NIM_OUA_20191114,195100.000+0100,P00H37M,420,857
2J_OUA_ABJ_20191114,122100.000-0000,P01H13M,833,1558
2J_OUA_ACC_20191114,180200.000-0000,P01H07M,765,1431
2J_OUA_BKO_20191114,070600.000-0000,P01H01M,700,1190
2J_OUA_BOY_20191114,121900.000-0000,P00H29M,335,570
2J_OUA_COO_20191114,072300.000-0000,P01H10M,793,1483
