2B_AER_KZN_20200110,184800.000+0300,P02H07M,1508,3221
2B_ASF_KZN_20200110,015700.000+0400,P01H27M,1041,1853
2B_ASF_MRV_20200110,061800.000+0400,P00H37M,449,799
2B_CEK_KZN_20200110,084500.000+0500,P01H04M,771,1647
2B_CEK_OVB_20200110,080900.000+0500,P01H52M,1340,2385
2B_DME_KZN_20200110,093400.000+0300,P01H00M,716,1529
2B_DME_NBC_20200110,162800.000+0300,P01H15M,893,1748
2B_DME_TGK_20200110,035000.000+0300,P01H17M,916,1794
2B_DME_UUA_20200110,161300.000+0300,P01H20M,952,1864
2B_EGO_KGD_20200110,184500.000+0300,P01H39M,1173,2088
2B_EGO_KZN_20200110,201300.000+0300,P01H25M,1009,1976
2B_GYD_NBC_20200110,051800.000+0400,P02H22M,1687,3603
2B_KGD_EGO_20200110,083800.000+0200,P01H39M,1173,2088
2B_KZN_AER_20200110,220800.000+0300,P02H07M,1508,2684
2B_KZN_ASF_20200110,050400.000+0300,P01H27M,1041,2224
2B_KZN_CEK_20200110,054200.000+0300,P01H04M,771,1372
2B_KZN_DME_20200110,093200.000+0300,P01H00M,716,1274
2B_KZN_EGO_20200110,111600.000+0300,P01H25M,1009,1976
2B_KZN_LED_20200110,100000.000+0300,P01H42M,1218,2385
2B_KZN_SVX_20200110,134500.000+0300,P01H01M,724,1289
2B_LED_KZN_20200110,155200.000+0300,P01H42M,1218,2168
2B_LED_NBC_20200110,195500.000+0300,P01H55M,1374,2690
2B_LED_UUA_20200110,163300.000+0300,P02H03M,1465,2608
2B_MRV_ASF_20200110,071600.000+0300,P00H37M,449,879
2B_NBC_DME_20200110,020400.000+0300,P01H15M,893,1590
2B_NBC_GYD_20200110,025700.000+0300,P02H22M,1687,3303
2B_NBC_LED_20200110,140800.000+0300,P01H55M,1374,2690
2B_NBC_SVX_20200110,141500.000+0300,P00H46M,555,1087
2B_NJC_SVX_20200110,072600.000+0500,P01H25M,1013,1983
2B_NJC_UUA_20200110,081900.000+0500,P02H11M,1559,3330
2B_NUX_SVX_20200110,025500.000+0500,P01H51M,1326,2360
2B_OVB_CEK_20200110,065800.000+0700,P01H52M,1340,2624
2B_OVB_SVX_20200110,152300.000+0700,P01H55M,1371,2928
