2B_AER_KZN_20200113,2020-01-13T00:48:00.000+0300,P02H04M,1508,3019
2B_ASF_KZN_20200113,2020-01-13T03:24:00.000+0400,P01H25M,1041,2274
2B_ASF_MRV_20200113,2020-01-13T18:45:00.000+0400,P00H37M,449,817
2B_CEK_KZN_20200113,2020-01-13T03:44:00.000+0500,P01H03M,771,1684
2B_CEK_OVB_20200113,2020-01-13T04:21:00.000+0500,P01H50M,1340,2439
2B_DME_KZN_20200113,2020-01-13T05:29:00.000+0300,P00H58M,716,1303
2B_DME_NBC_20200113,2020-01-13T17:50:00.000+0300,P01H13M,893,1950
2B_DME_TGK_20200113,2020-01-13T05:47:00.000+0300,P01H15M,916,1667
2B_DME_UUA_20200113,2020-01-13T15:37:00.000+0300,P01H18M,952,1733
2B_EGO_KGD_20200113,2020-01-13T20:23:00.000+0300,P01H36M,1173,2348
2B_EGO_KZN_20200113,2020-01-13T01:17:00.000+0300,P01H23M,1009,1836
2B_GYD_NBC_20200113,2020-01-13T22:40:00.000+0400,P02H19M,1687,3070
2B_KGD_EGO_20200113,2020-01-13T14:04:00.000+0200,P01H36M,1173,2348
2B_KZN_AER_20200113,2020-01-13T00:37:00.000+0300,P02H04M,1508,3293
2B_KZN_ASF_20200113,2020-01-13T03:31:00.000+0300,P01H25M,1041,2084
2B_KZN_CEK_20200113,2020-01-13T05:08:00.000+0300,P01H03M,771,1544
2B_KZN_DME_20200113,2020-01-13T12:02:00.000+0300,P00H58M,716,1433
2B_KZN_EGO_20200113,2020-01-13T18:03:00.000+0300,P01H23M,1009,2204
2B_KZN_LED_20200113,2020-01-13T19:31:00.000+0300,P01H40M,1218,2660
2B_KZN_SVX_20200113,2020-01-13T20:13:00.000+0300,P00H59M,724,1449
2B_LED_KZN_20200113,2020-01-13T13:39:00.000+0300,P01H40M,1218,2217
2B_LED_NBC_20200113,2020-01-13T09:49:00.000+0300,P01H53M,1374,2501
2B_LED_UUA_20200113,2020-01-13T09:57:00.000+0300,P02H00M,1465,2933
2B_MRV_ASF_20200113,2020-01-13T17:20:00.000+0300,P00H37M,449,817
2B_NBC_DME_20200113,2020-01-13T09:23:00.000+0300,P01H13M,893,1950
2B_NBC_GYD_20200113,2020-01-13T17:48:00.000+0300,P02H19M,1687,3684
2B_NBC_LED_20200113,2020-01-13T08:09:00.000+0300,P01H53M,1374,2501
2B_NBC_SVX_20200113,2020-01-13T05:03:00.000+0300,P00H45M,555,1010
2B_NJC_SVX_20200113,2020-01-13T21:00:00.000+0500,P01H23M,1013,2212
2B_NJC_UUA_20200113,2020-01-13T22:50:00.000+0500,P02H08M,1559,3405
2B_NUX_SVX_20200113,2020-01-13T03:27:00.000+0500,P01H49M,1326,2655
2B_OVB_CEK_20200113,2020-01-13T14:12:00.000+0700,P01H50M,1340,2927
2B_OVB_SVX_20200113,2020-01-13T10:27:00.000+0700,P01H52M,1371,2745
2B_SVX_KZN_20200113,2020-01-13T03:31:00.000+0500,P00H59M,724,1581
2B_SVX_NBC_20200113,2020-01-13T23:31:00.000+0500,P00H45M,555,1111
2B_SVX_NJC_20200113,2020-01-13T00:05:00.000+0500,P01H23M,1013,2028
2B_SVX_NUX_20200113,2020-01-13T15:46:00.000+0500,P01H49M,1326,2655
2B_SVX_OVB_20200113,2020-01-13T11:13:00.000+0500,P01H52M,1371,2994
2B_TGK_DME_20200113,2020-01-13T23:03:00.000+0300,P01H15M,916,1834
2B_UUA_DME_20200113,2020-01-13T17:14:00.000+0300,P01H18M,952,1906
2B_UUA_LED_20200113,2020-01-13T22:11:00.000+0300,P02H00M,1465,3200
2B_UUA_NJC_20200113,2020-01-13T06:18:00.000+0300,P02H08M,1559,3121
2I_AYP_LIM_20200113,2020-01-13T07:30:00.000-0500,P00H30M,340,685
2I_CUZ_LIM_20200113,2020-01-13T23:01:00.000-0500,P00H52M,586,984
2I_CUZ_PEM_20200113,2020-01-13T06:55:00.000-0500,P00H27M,311,575
2I_HUU_LIM_20200113,2020-01-13T01:57:00.000-0500,P00H22M,258,433
2I_IQT_PCL_20200113,2020-01-13T09:34:00.000-0500,P00H47M,530,979
2I_IQT_TPP_20200113,2020-01-13T07:01:00.000-0500,P00H40M,455,917
2I_LIM_AYP_20200113,2020-01-13T04:21:00.000-0500,P00H30M,340,685
2I_LIM_CUZ_20200113,2020-01-13T12:19:00.000-0500,P00H52M,586,1181
2I_LIM_HUU_20200113,2020-01-13T02:25:00.000-0500,P00H22M,258,520
2I_LIM_PCL_20200113,2020-01-13T14:55:00.000-0500,P00H43M,492,827
2I_LIM_TPP_20200113,2020-01-13T18:25:00.000-0500,P00H55M,619,1248
2I_PCL_IQT_20200113,2020-01-13T12:26:00.000-0500,P00H47M,530,890
2I_PCL_LIM_20200113,2020-01-13T04:23:00.000-0500,P00H43M,492,909
2I_PCL_TPP_20200113,2020-01-13T01:54:00.000-0500,P00H25M,288,484
2I_PEM_CUZ_20200113,2020-01-13T04:39:00.000-0500,P00H27M,311,627
2I_TPP_IQT_20200113,2020-01-13T19:04:00.000-0500,P00H40M,455,841
2I_TPP_LIM_20200113,2020-01-13T15:20:00.000-0500,P00H55M,619,1248
2I_TPP_PCL_20200113,2020-01-13T18:47:00.000-0500,P00H25M,288,581
2J_ABJ_BOY_20200113,2020-01-13T09:31:00.000-0000,P00H51M,658,1516
2J_ABJ_OUA_20200113,2020-01-13T17:36:00.000-0000,P01H04M,833,1599
