2B_AER_KZN_20200122,184800.000+0300,P02H07M,1508,2684
2B_ASF_KZN_20200122,015700.000+0400,P01H27M,1041,2038
2B_ASF_MRV_20200122,061800.000+0400,P00H37M,449,879
2B_CEK_KZN_20200122,084500.000+0500,P01H04M,771,1647
2B_CEK_OVB_20200122,080900.000+0500,P01H52M,1340,2385
2B_DME_KZN_20200122,093400.000+0300,P01H00M,716,1274
2B_DME_NBC_20200122,162800.000+0300,P01H15M,893,1907
2B_DME_TGK_20200122,035000.000+0300,P01H17M,916,1630
2B_DME_UUA_20200122,161300.000+0300,P01H20M,952,1695
2B_EGO_KGD_20200122,184500.000+0300,P01H39M,1173,2506
2B_EGO_KZN_20200122,201300.000+0300,P01H25M,1009,1976
2B_GYD_NBC_20200122,051800.000+0400,P02H22M,1687,3003
2B_KGD_EGO_20200122,083800.000+0200,P01H39M,1173,2088
2B_KZN_AER_20200122,220800.000+0300,P02H07M,1508,2953
2B_KZN_ASF_20200122,050400.000+0300,P01H27M,1041,2038
2B_KZN_CEK_20200122,054200.000+0300,P01H04M,771,1372
2B_KZN_DME_20200122,093200.000+0300,P01H00M,716,1529
2B_KZN_EGO_20200122,111600.000+0300,P01H25M,1009,2155
2B_KZN_LED_20200122,100000.000+0300,P01H42M,1218,2168
2B_KZN_SVX_20200122,134500.000+0300,P01H01M,724,1289
2B_LED_KZN_20200122,155200.000+0300,P01H42M,1218,2385
2B_LED_NBC_20200122,195500.000+0300,P01H55M,1374,2690
2B_LED_UUA_20200122,163300.000+0300,P02H03M,1465,2608
2B_MRV_ASF_20200122,071600.000+0300,P00H37M,449,959
2B_NBC_DME_20200122,020400.000+0300,P01H15M,893,1748
2B_NBC_GYD_20200122,025700.000+0300,P02H22M,1687,3003
2B_NBC_LED_20200122,140800.000+0300,P01H55M,1374,2446
2B_NBC_SVX_20200122,141500.000+0300,P00H46M,555,1087
2B_NJC_SVX_20200122,072600.000+0500,P01H25M,1013,2164
2B_NJC_UUA_20200122,081900.000+0500,P02H11M,1559,3053
2B_NUX_SVX_20200122,025500.000+0500,P01H51M,1326,2832
2B_OVB_CEK_20200122,065800.000+0700,P01H52M,1340,2385
2B_OVB_SVX_20200122,152300.000+0700,P01H55M,1371,2440
2B_SVX_KZN_20200122,215000.000+0500,P01H01M,724,1546
2B_SVX_NBC_20200122,173400.000+0500,P00H46M,555,1185
2B_SVX_NJC_20200122,032400.000+0500,P01H25M,1013,2164
2B_SVX_NUX_20200122,094200.000+0500,P01H51M,1326,2360
2B_SVX_OVB_20200122,204000.000+0500,P01H55M,1371,2440
2B_TGK_DME_20200122,030000.000+0300,P01H17M,916,1794
