2B_AER_KZN_20191115,180100.000+0300,P02H21M,1508,2413
2B_ASF_KZN_20191115,053700.000+0400,P01H37M,1041,1666
2B_ASF_MRV_20191115,064600.000+0400,P00H42M,449,862
2B_CEK_KZN_20191115,101400.000+0500,P01H12M,771,1480
2B_CEK_OVB_20191115,111900.000+0500,P02H05M,1340,2144
2B_DME_KZN_20191115,161800.000+0300,P01H07M,716,1375
2B_DME_NBC_20191115,020800.000+0300,P01H24M,893,1429
2B_DME_TGK_20191115,043900.000+0300,P01H25M,916,1759
2B_DME_UUA_20191115,080000.000+0300,P01H29M,952,1676
2B_EGO_KGD_20191115,212900.000+0300,P01H49M,1173,2252
2B_EGO_KZN_20191115,090000.000+0300,P01H34M,1009,1614
2B_GYD_NBC_20191115,053300.000+0400,P02H38M,1687,2699
2B_KGD_EGO_20191115,044300.000+0200,P01H49M,1173,2252
2B_KZN_AER_20191115,031100.000+0300,P02H21M,1508,2895
2B_KZN_ASF_20191115,165700.000+0300,P01H37M,1041,1666
2B_KZN_CEK_20191115,102900.000+0300,P01H12M,771,1357
2B_KZN_DME_20191115,205700.000+0300,P01H07M,716,1146
2B_KZN_EGO_20191115,221900.000+0300,P01H34M,1009,1937
2B_KZN_LED_20191115,231600.000+0300,P01H54M,1218,2339
2B_KZN_SVX_20191115,174700.000+0300,P01H07M,724,1390
2B_LED_KZN_20191115,024900.000+0300,P01H54M,1218,2339
2B_LED_NBC_20191115,143000.000+0300,P02H09M,1374,2198
2B_LED_UUA_20191115,074400.000+0300,P02H17M,1465,2344
2B_MRV_ASF_20191115,201700.000+0300,P00H42M,449,862
2B_NBC_DME_20191115,232300.000+0300,P01H24M,893,1429
2B_NBC_GYD_20191115,060400.000+0300,P02H38M,1687,3239
2B_NBC_LED_20191115,232200.000+0300,P02H09M,1374,2418
2B_NBC_SVX_20191115,062900.000+0300,P00H52M,555,888
2B_NJC_SVX_20191115,122400.000+0500,P01H34M,1013,1783
2B_NJC_UUA_20191115,031500.000+0500,P02H26M,1559,2744
2B_NUX_SVX_20191115,085700.000+0500,P02H04M,1326,2334
2B_OVB_CEK_20191115,061200.000+0700,P02H05M,1340,2573
2B_OVB_SVX_20191115,145300.000+0700,P02H08M,1371,2194
2B_SVX_KZN_20191115,045100.000+0500,P01H07M,724,1390
2B_SVX_NBC_20191115,213300.000+0500,P00H52M,555,977
2B_SVX_NJC_20191115,104600.000+0500,P01H34M,1013,1621
2B_SVX_NUX_20191115,004700.000+0500,P02H04M,1326,2334
2B_SVX_OVB_20191115,031700.000+0500,P02H08M,1371,2194
2B_TGK_DME_20191115,032500.000+0300,P01H25M,916,1612
2B_UUA_DME_20191115,231000.000+0300,P01H29M,952,1523
2B_UUA_LED_20191115,143300.000+0300,P02H17M,1465,2344
2B_UUA_NJC_20191115,220100.000+0300,P02H26M,1559,2494
2I_AYP_LIM_20191115,100500.000-0500,P00H27M,340,759
2I_CUZ_LIM_20191115,061200.000-0500,P00H47M,586,1090
2I_CUZ_PEM_20191115,101000.000-0500,P00H25M,311,578
2I_HUU_LIM_20191115,121600.000-0500,P00H21M,258,528
2I_IQT_PCL_20191115,201000.000-0500,P00H42M,530,1183
2I_IQT_TPP_20191115,034900.000-0500,P00H36M,455,931
2I_LIM_AYP_20191115,070600.000-0500,P00H27M,340,696
2I_LIM_CUZ_20191115,150800.000-0500,P00H47M,586,1090
2I_LIM_HUU_20191115,074200.000-0500,P00H21M,258,576
2I_LIM_PCL_20191115,020900.000-0500,P00H39M,492,1098
2I_LIM_TPP_20191115,161200.000-0500,P00H49M,619,1266
2I_PCL_IQT_20191115,185100.000-0500,P00H42M,530,986
2I_PCL_LIM_20191115,234100.000-0500,P00H39M,492,1098
2I_PCL_TPP_20191115,024900.000-0500,P00H23M,288,589
2I_PEM_CUZ_20191115,044100.000-0500,P00H25M,311,636
2I_TPP_IQT_20191115,093000.000-0500,P00H36M,455,1016
2I_TPP_LIM_20191115,185700.000-0500,P00H49M,619,1266
2I_TPP_PCL_20191115,121500.000-0500,P00H23M,288,536
2J_ABJ_BOY_20191115,084000.000-0000,P00H58M,658,1119
2J_ABJ_OUA_20191115,032600.000-0000,P01H13M,833,1699
2J_ACC_OUA_20191115,185100.000-0000,P01H07M,765,1300
2J_BKO_ABJ_20191115,153300.000-0000,P01H21M,922,1881
2J_BKO_DKR_20191115,090100.000-0000,P01H33M,1060,1802
2J_BKO_OUA_20191115,174400.000-0000,P01H01M,700,1428
2J_BOY_ABJ_20191115,123100.000-0000,P00H58M,658,1230
2J_BOY_OUA_20191115,143500.000-0000,P00H29M,335,683
2J_COO_LFW_20191115,042800.000+0100,P00H11M,127,216
2J_COO_OUA_20191115,015500.000+0100,P01H10M,793,1483
2J_DKR_BKO_20191115,000600.000-0000,P01H33M,1060,2162
2J_DKR_OUA_20191115,232700.000-0000,P02H34M,1749,3271
2J_LFW_OUA_20191115,192500.000-0000,P01H06M,753,1536
2J_NIM_OUA_20191115,195100.000+0100,P00H37M,420,785
2J_OUA_ABJ_20191115,122100.000-0000,P01H13M,833,1558
2J_OUA_ACC_20191115,180200.000-0000,P01H07M,765,1300
2J_OUA_BKO_20191115,070600.000-0000,P01H01M,700,1190
2J_OUA_BOY_20191115,121900.000-0000,P00H29M,335,683
2J_OUA_COO_20191115,072300.000-0000,P01H10M,793,1483
2J_OUA_DKR_20191115,033200.000-0000,P02H34M,1749,2973
2J_OUA_LFW_20191115,065500.000-0000,P01H06M,753,1408
2J_OUA_NIM_20191115,053900.000-0000,P00H37M,420,785
2K_BOG_GYE_20191115,160400.000-0500,P01H22M,995,1811
2K_BOG_UIO_20191115,002100.000-0500,P00H58M,713,1298
2K_CLO_GYE_20191115,203000.000-0500,P01H01M,744,1489
2K_GYE_BOG_20191115,010100.000-0500,P01H22M,995,1811
2K_GYE_CLO_20191115,151700.000-0500,P01H01M,744,1354
2K_GYE_SCY_20191115,225700.000-0500,P01H30M,1092,2385
2K_GYE_UIO_20191115,102400.000-0500,P00H23M,282,565
2K_OCC_UIO_20191115,090300.000-0500,P00H13M,157,343
2K_SCY_GYE_20191115,183000.000-0600,P01H30M,1092,2186
2K_UIO_BOG_20191115,184400.000-0500,P00H58M,713,1427
