2B_AER_KZN_20200126,184800.000+0300,P02H07M,1508,2953
2B_ASF_KZN_20200126,015700.000+0400,P01H27M,1041,2038
2B_ASF_MRV_20200126,061800.000+0400,P00H37M,449,959
2B_CEK_KZN_20200126,084500.000+0500,P01H04M,771,1372
2B_CEK_OVB_20200126,080900.000+0500,P01H52M,1340,2385
2B_DME_KZN_20200126,093400.000+0300,P01H00M,716,1402
2B_DME_NBC_20200126,162800.000+0300,P01H15M,893,1907
2B_DME_TGK_20200126,035000.000+0300,P01H17M,916,1957
2B_DME_UUA_20200126,161300.000+0300,P01H20M,952,2033
2B_EGO_KGD_20200126,184500.000+0300,P01H39M,1173,2297
2B_EGO_KZN_20200126,201300.000+0300,P01H25M,1009,1976
2B_GYD_NBC_20200126,051800.000+0400,P02H22M,1687,3603
2B_KGD_EGO_20200126,083800.000+0200,P01H39M,1173,2506
2B_KZN_AER_20200126,220800.000+0300,P02H07M,1508,2684
2B_KZN_ASF_20200126,050400.000+0300,P01H27M,1041,2038
2B_KZN_CEK_20200126,054200.000+0300,P01H04M,771,1647
2B_KZN_DME_20200126,093200.000+0300,P01H00M,716,1402
2B_KZN_EGO_20200126,111600.000+0300,P01H25M,1009,2155
2B_KZN_LED_20200126,100000.000+0300,P01H42M,1218,2168
2B_KZN_SVX_20200126,134500.000+0300,P01H01M,724,1418
2B_LED_KZN_20200126,155200.000+0300,P01H42M,1218,2385
2B_LED_NBC_20200126,195500.000+0300,P01H55M,1374,2446
2B_LED_UUA_20200126,163300.000+0300,P02H03M,1465,2608
2B_MRV_ASF_20200126,071600.000+0300,P00H37M,449,799
2B_NBC_DME_20200126,020400.000+0300,P01H15M,893,1907
2B_NBC_GYD_20200126,025700.000+0300,P02H22M,1687,3003
2B_NBC_LED_20200126,140800.000+0300,P01H55M,1374,2935
2B_NBC_SVX_20200126,141500.000+0300,P00H46M,555,1185
2B_NJC_SVX_20200126,072600.000+0500,P01H25M,1013,1803
2B_NJC_UUA_20200126,081900.000+0500,P02H11M,1559,3053
2B_NUX_SVX_20200126,025500.000+0500,P01H51M,1326,2832
2B_OVB_CEK_20200126,065800.000+0700,P01H52M,1340,2385
2B_OVB_SVX_20200126,152300.000+0700,P01H55M,1371,2928
2B_SVX_KZN_20200126,215000.000+0500,P01H01M,724,1418
2B_SVX_NBC_20200126,173400.000+0500,P00H46M,555,1185
2B_SVX_NJC_20200126,032400.000+0500,P01H25M,1013,1983
2B_SVX_NUX_20200126,094200.000+0500,P01H51M,1326,2596
2B_SVX_OVB_20200126,204000.000+0500,P01H55M,1371,2684
2B_TGK_DME_20200126,030000.000+0300,P01H17M,916,1957
2B_UUA_DME_20200126,093000.000+0300,P01H20M,952,2033
2B_UUA_LED_20200126,012200.000+0300,P02H03M,1465,2608
2B_UUA_NJC_20200126,185200.000+0300,P02H11M,1559,3330
2I_AYP_LIM_20200126,175700.000-0500,P00H29M,340,592
2I_CUZ_LIM_20200126,195800.000-0500,P00H50M,586,1224
2I_CUZ_PEM_20200126,155400.000-0500,P00H27M,311,541
2I_HUU_LIM_20200126,164100.000-0500,P00H22M,258,494
2I_IQT_PCL_20200126,095500.000-0500,P00H45M,530,1014
2I_IQT_TPP_20200126,092500.000-0500,P00H39M,455,950
2I_LIM_AYP_20200126,083300.000-0500,P00H29M,340,592
2I_LIM_CUZ_20200126,005800.000-0500,P00H50M,586,1020
2I_LIM_HUU_20200126,091000.000-0500,P00H22M,258,494
2I_LIM_PCL_20200126,061500.000-0500,P00H42M,492,1027
2I_LIM_TPP_20200126,152300.000-0500,P00H53M,619,1185
2I_PCL_IQT_20200126,073600.000-0500,P00H45M,530,1014
2I_PCL_LIM_20200126,003800.000-0500,P00H42M,492,1027
2I_PCL_TPP_20200126,200200.000-0500,P00H24M,288,501
2I_PEM_CUZ_20200126,193200.000-0500,P00H27M,311,541
2I_TPP_IQT_20200126,002600.000-0500,P00H39M,455,871
2I_TPP_LIM_20200126,210600.000-0500,P00H53M,619,1292
2I_TPP_PCL_20200126,002200.000-0500,P00H24M,288,601
2J_ABJ_BOY_20200126,073800.000-0000,P01H01M,658,1173
2J_ABJ_OUA_20200126,223100.000-0000,P01H17M,833,1619
2J_ACC_OUA_20200126,141000.000-0000,P01H10M,765,1363
2J_BKO_ABJ_20200126,181100.000-0000,P01H25M,922,1494
2J_BKO_DKR_20200126,010800.000-0000,P01H38M,1060,1889
2J_BKO_OUA_20200126,011700.000-0000,P01H04M,700,1134
2J_BOY_ABJ_20200126,160600.000-0000,P01H01M,658,1279
2J_BOY_OUA_20200126,203500.000-0000,P00H31M,335,543
2J_COO_LFW_20200126,201300.000+0100,P00H12M,127,206
2J_COO_OUA_20200126,220100.000+0100,P01H13M,793,1542
2J_DKR_BKO_20200126,095500.000-0000,P01H38M,1060,1717
2J_DKR_OUA_20200126,164300.000-0000,P02H42M,1749,3400
2J_LFW_OUA_20200126,192100.000-0000,P01H09M,753,1464
2J_NIM_OUA_20200126,153200.000+0100,P00H39M,420,816
2J_OUA_ABJ_20200126,163900.000-0000,P01H17M,833,1349
2J_OUA_ACC_20200126,055600.000-0000,P01H10M,765,1239
2J_OUA_BKO_20200126,062100.000-0000,P01H04M,700,1361
2J_OUA_BOY_20200126,102700.000-0000,P00H31M,335,543
2J_OUA_COO_20200126,232700.000-0000,P01H13M,793,1542
2J_OUA_DKR_20200126,081200.000-0000,P02H42M,1749,2833
2J_OUA_LFW_20200126,094900.000-0000,P01H09M,753,1220
2J_OUA_NIM_20200126,063500.000-0000,P00H39M,420,816
2K_BOG_GYE_20200126,071700.000-0500,P01H30M,995,1817
2K_BOG_UIO_20200126,012500.000-0500,P01H04M,713,1420
2K_CLO_GYE_20200126,100700.000-0500,P01H07M,744,1482
2K_GYE_BOG_20200126,072400.000-0500,P01H30M,995,1817
2K_GYE_CLO_20200126,204100.000-0500,P01H07M,744,1235
2K_GYE_SCY_20200126,160400.000-0500,P01H38M,1092,2175
2K_GYE_UIO_20200126,165300.000-0500,P00H25M,282,468
2K_OCC_UIO_20200126,115700.000-0500,P00H14M,157,261
2K_SCY_GYE_20200126,065400.000-0600,P01H38M,1092,1813
2K_UIO_BOG_20200126,050600.000-0500,P01H04M,713,1420
2K_UIO_GYE_20200126,154900.000-0500,P00H25M,282,468
2K_UIO_OCC_20200126,170300.000-0500,P00H14M,157,313
2L_BDS_ZRH_20200126,090600.000+0100,P01H30M,1066,1897
2L_BOD_ZRH_20200126,080600.000+0100,P01H04M,772,1649
2L_BRS_ZRH_20200126,142700.000-0000,P01H18M,924,1645
2L_GVA_LPA_20200126,091700.000+0100,P03H54M,2774,5925
2L_LCA_ZRH_20200126,084700.000+0200,P03H31M,2507,5355
2L_LPA_ZRH_20200126,031300.000-0000,P04H13M,3004,6417
2L_RMF_ZRH_20200126,005400.000+0200,P04H41M,3340,5945
2L_TFS_GVA_20200126,201500.000-0000,P03H58M,2835,5046
2L_ZRH_BDS_20200126,013300.000+0100,P01H30M,1066,2087
2L_ZRH_BOD_20200126,191800.000+0100,P01H04M,772,1374
2L_ZRH_BRS_20200126,090400.000+0100,P01H18M,924,1974
2L_ZRH_LCA_20200126,124700.000+0100,P03H31M,2507,4909
2L_ZRH_LPA_20200126,170600.000+0100,P04H13M,3004,6417
2L_ZRH_RMF_20200126,161000.000+0100,P04H41M,3340,6540
2N_AJR_LYC_20200126,075300.000+0100,P00H10M,119,207
2N_ARN_GEV_20200126,161200.000+0100,P01H12M,845,1617
2N_ARN_HAD_20200126,064200.000+0100,P00H38M,445,774
2N_ARN_JKG_20200126,180100.000+0100,P00H26M,306,586
2N_ARN_KRF_20200126,125600.000+0100,P00H32M,378,723
2N_ARN_KSD_20200126,130700.000+0100,P00H22M,259,496
2N_ARN_LYC_20200126,010800.000+0100,P00H46M,546,950
2N_ARN_MHQ_20200126,103500.000+0100,P00H10M,122,234
2N_ARN_OER_20200126,115600.000+0100,P00H36M,422,734
2N_ARN_POR_20200126,160400.000+0100,P00H25M,293,561
2N_ARN_VBY_20200126,184100.000+0100,P00H19M,223,388
2N_ARN_VHM_20200126,184700.000+0100,P00H47M,551,1055
2N_ARN_VXO_20200126,170900.000+0100,P00H30M,356,743
2N_GEV_ARN_20200126,090300.000+0100,P01H12M,845,1764
2N_GEV_KRF_20200126,081400.000+0100,P00H40M,476,994
2N_HAD_ARN_20200126,021100.000+0100,P00H38M,445,852
2N_HAD_JKG_20200126,125400.000+0100,P00H12M,141,270
2N_HAD_VXO_20200126,161100.000+0100,P00H10M,119,207
2N_HMV_VHM_20200126,203900.000+0100,P00H13M,159,277
2N_JKG_ARN_20200126,160200.000+0100,P00H26M,306,639
2N_JKG_HAD_20200126,213200.000+0100,P00H12M,141,270
2N_KOK_POR_20200126,114900.000+0200,P00H22M,261,454
2N_KRF_ARN_20200126,172400.000+0100,P00H32M,378,789
2N_KRF_GEV_20200126,235700.000+0100,P00H40M,476,994
2N_KSD_ARN_20200126,083600.000+0100,P00H22M,259,451
2N_LYC_AJR_20200126,012800.000+0100,P00H10M,119,228
2N_LYC_ARN_20200126,041900.000+0100,P00H46M,546,1045
2N_MHQ_ARN_20200126,022000.000+0200,P00H10M,122,255
2N_MHQ_TKU_20200126,203600.000+0200,P00H12M,137,238
2N_OER_ARN_20200126,045000.000+0100,P00H36M,422,734
2N_OSL_VXO_20200126,012500.000+0100,P00H35M,414,792
2N_POR_ARN_20200126,095800.000+0200,P00H25M,293,612
2N_POR_KOK_20200126,130400.000+0200,P00H22M,261,545
2N_TKU_MHQ_20200126,075000.000+0200,P00H12M,137,262
2N_VBY_ARN_20200126,045600.000+0100,P00H19M,223,427
2N_VHM_ARN_20200126,113200.000+0100,P00H47M,551,1055
2N_VHM_HMV_20200126,002000.000+0100,P00H13M,159,332
2N_VXO_ARN_20200126,215600.000+0100,P00H30M,356,619
2N_VXO_OSL_20200126,223800.000+0100,P00H35M,414,864
2O_ADQ_KLN_20200126,180300.000-0900,P00H07M,92,200
2O_KLN_KYK_20200126,210900.000-0900,P00H02M,28,55
2P_BSO_MNL_20200126,102600.000+0800,P00H50M,669,1325
2P_BXU_MNL_20200126,222000.000+0800,P00H59M,786,1712
2P_CBO_MNL_20200126,185500.000+0800,P01H07M,888,1758
2P_CRM_MNL_20200126,120400.000+0800,P00H34M,450,980
2P_DGT_MNL_20200126,015500.000+0800,P00H47M,627,1241
2P_DWC_MNL_20200126,043100.000+0400,P08H45M,6935,16478
2P_GES_MNL_20200126,171200.000+0800,P01H18M,1041,2061
2P_KLO_MNL_20200126,201300.000+0800,P00H26M,347,687
2P_LGP_MNL_20200126,002200.000+0800,P00H25M,330,719
2P_MNL_BSO_20200126,194900.000+0800,P00H50M,669,1325
2P_MNL_BXU_20200126,120700.000+0800,P00H59M,786,1556
2P_MNL_CBO_20200126,201200.000+0800,P01H07M,888,1758
2P_MNL_CRM_20200126,043200.000+0800,P00H34M,450,980
2P_MNL_DGT_20200126,035200.000+0800,P00H47M,627,1366
2P_MNL_DWC_20200126,035500.000+0800,P08H45M,6935,16478
2P_MNL_GES_20200126,135000.000+0800,P01H18M,1041,2061
2P_MNL_KLO_20200126,163600.000+0800,P00H26M,347,687
2P_MNL_LGP_20200126,174000.000+0800,P00H25M,330,653
2P_MNL_MPH_20200126,185500.000+0800,P00H23M,305,725
2P_MNL_OZC_20200126,010600.000+0800,P00H58M,769,1675
2P_MNL_PPS_20200126,014800.000+0800,P00H44M,585,1158
2P_MNL_RXS_20200126,151600.000+0800,P00H28M,374,741
2P_MNL_SUG_20200126,021100.000+0800,P00H54M,718,1706
2P_MNL_TUG_20200126,082400.000+0800,P00H27M,357,848
2P_MNL_ZAM_20200126,192600.000+0800,P01H04M,852,2024
2P_MPH_MNL_20200126,080700.000+0800,P00H23M,305,664
2P_OZC_MNL_20200126,234600.000+0800,P00H58M,769,1827
2P_PPS_MNL_20200126,080100.000+0800,P00H44M,585,1390
2P_RXS_MNL_20200126,072600.000+0800,P00H28M,374,889
2P_SUG_MNL_20200126,215400.000+0800,P00H54M,718,1564
2P_TUG_MNL_20200126,122100.000+0800,P00H27M,357,707
2P_ZAM_MNL_20200126,165000.000+0800,P01H04M,852,2024
3E_BRL_ORD_20200126,020300.000-0600,P00H24M,300,607
3E_BRL_STL_20200126,144900.000-0600,P00H19M,235,476
3E_DEC_ORD_20200126,045200.000-0600,P00H20M,252,464
3E_DEC_STL_20200126,044600.000-0600,P00H14M,177,326
3E_JBR_STL_20200126,012500.000-0600,P00H26M,326,660
3E_ORD_BRL_20200126,122600.000-0600,P00H24M,300,552
3E_ORD_DEC_20200126,051700.000-0600,P00H20M,252,556
3E_STL_BRL_20200126,204200.000-0600,P00H19M,235,432
3E_STL_DEC_20200126,222700.000-0600,P00H14M,177,326
