2B_AER_KZN_20200130,2020-01-30T23:17:00.000+0300,P02H04M,1508,3019
2B_ASF_KZN_20200130,2020-01-30T16:17:00.000+0400,P01H25M,1041,2274
2B_ASF_MRV_20200130,2020-01-30T07:14:00.000+0400,P00H37M,449,981
2B_CEK_KZN_20200130,2020-01-30T03:25:00.000+0500,P01H03M,771,1403
2B_CEK_OVB_20200130,2020-01-30T04:48:00.000+0500,P01H50M,1340,2439
2B_DME_KZN_20200130,2020-01-30T06:43:00.000+0300,P00H58M,716,1564
2B_DME_NBC_20200130,2020-01-30T06:21:00.000+0300,P01H13M,893,1625
2B_DME_TGK_20200130,2020-01-30T11:14:00.000+0300,P01H15M,916,1667
2B_DME_UUA_20200130,2020-01-30T02:18:00.000+0300,P01H18M,952,2079
2B_EGO_KGD_20200130,2020-01-30T16:56:00.000+0300,P01H36M,1173,2348
2B_EGO_KZN_20200130,2020-01-30T13:22:00.000+0300,P01H23M,1009,2020
2B_GYD_NBC_20200130,2020-01-30T05:56:00.000+0400,P02H19M,1687,3377
2B_KGD_EGO_20200130,2020-01-30T22:14:00.000+0200,P01H36M,1173,2562
2B_KZN_AER_20200130,2020-01-30T19:29:00.000+0300,P02H04M,1508,2745
2B_KZN_ASF_20200130,2020-01-30T05:23:00.000+0300,P01H25M,1041,2084
2B_KZN_CEK_20200130,2020-01-30T14:53:00.000+0300,P01H03M,771,1544
2B_KZN_DME_20200130,2020-01-30T09:42:00.000+0300,P00H58M,716,1433
2B_KZN_EGO_20200130,2020-01-30T04:19:00.000+0300,P01H23M,1009,2204
2B_KZN_LED_20200130,2020-01-30T17:13:00.000+0300,P01H40M,1218,2660
2B_KZN_SVX_20200130,2020-01-30T00:19:00.000+0300,P00H59M,724,1581
2B_LED_KZN_20200130,2020-01-30T16:21:00.000+0300,P01H40M,1218,2217
2B_LED_NBC_20200130,2020-01-30T05:17:00.000+0300,P01H53M,1374,3001
2B_LED_UUA_20200130,2020-01-30T11:41:00.000+0300,P02H00M,1465,2933
2B_MRV_ASF_20200130,2020-01-30T13:02:00.000+0300,P00H37M,449,817
2B_NBC_DME_20200130,2020-01-30T14:10:00.000+0300,P01H13M,893,1788
2B_NBC_GYD_20200130,2020-01-30T21:57:00.000+0300,P02H19M,1687,3377
2B_NBC_LED_20200130,2020-01-30T10:12:00.000+0300,P01H53M,1374,2501
2B_NBC_SVX_20200130,2020-01-30T22:00:00.000+0300,P00H45M,555,1212
2B_NJC_SVX_20200130,2020-01-30T20:06:00.000+0500,P01H23M,1013,2212
2B_NJC_UUA_20200130,2020-01-30T08:13:00.000+0500,P02H08M,1559,3121
2B_NUX_SVX_20200130,2020-01-30T08:38:00.000+0500,P01H49M,1326,2655
2B_OVB_CEK_20200130,2020-01-30T20:50:00.000+0700,P01H50M,1340,2927
2B_OVB_SVX_20200130,2020-01-30T20:42:00.000+0700,P01H52M,1371,2994
2B_SVX_KZN_20200130,2020-01-30T10:50:00.000+0500,P00H59M,724,1581
2B_SVX_NBC_20200130,2020-01-30T19:33:00.000+0500,P00H45M,555,1111
2B_SVX_NJC_20200130,2020-01-30T19:17:00.000+0500,P01H23M,1013,2212
2B_SVX_NUX_20200130,2020-01-30T23:32:00.000+0500,P01H49M,1326,2896
2B_SVX_OVB_20200130,2020-01-30T21:16:00.000+0500,P01H52M,1371,2994
2B_TGK_DME_20200130,2020-01-30T07:28:00.000+0300,P01H15M,916,1667
2B_UUA_DME_20200130,2020-01-30T18:06:00.000+0300,P01H18M,952,2079
2B_UUA_LED_20200130,2020-01-30T17:49:00.000+0300,P02H00M,1465,2666
2B_UUA_NJC_20200130,2020-01-30T20:55:00.000+0300,P02H08M,1559,2837
2I_AYP_LIM_20200130,2020-01-30T07:28:00.000-0500,P00H30M,340,571
2I_CUZ_LIM_20200130,2020-01-30T11:44:00.000-0500,P00H52M,586,1181
2I_CUZ_PEM_20200130,2020-01-30T11:43:00.000-0500,P00H27M,311,522
2I_HUU_LIM_20200130,2020-01-30T22:51:00.000-0500,P00H22M,258,433
2I_IQT_PCL_20200130,2020-01-30T06:43:00.000-0500,P00H47M,530,979
2I_IQT_TPP_20200130,2020-01-30T15:06:00.000-0500,P00H40M,455,841
2I_LIM_AYP_20200130,2020-01-30T04:08:00.000-0500,P00H30M,340,571
2I_LIM_CUZ_20200130,2020-01-30T12:15:00.000-0500,P00H52M,586,984
2I_LIM_HUU_20200130,2020-01-30T12:48:00.000-0500,P00H22M,258,477
2I_LIM_PCL_20200130,2020-01-30T14:27:00.000-0500,P00H43M,492,992
2I_LIM_TPP_20200130,2020-01-30T10:38:00.000-0500,P00H55M,619,1144
2I_PCL_IQT_20200130,2020-01-30T00:13:00.000-0500,P00H47M,530,979
2I_PCL_LIM_20200130,2020-01-30T13:14:00.000-0500,P00H43M,492,909
2I_PCL_TPP_20200130,2020-01-30T17:08:00.000-0500,P00H25M,288,484
2I_PEM_CUZ_20200130,2020-01-30T12:06:00.000-0500,P00H27M,311,575
2I_TPP_IQT_20200130,2020-01-30T15:12:00.000-0500,P00H40M,455,764
2I_TPP_LIM_20200130,2020-01-30T02:47:00.000-0500,P00H55M,619,1144
2I_TPP_PCL_20200130,2020-01-30T12:24:00.000-0500,P00H25M,288,532
2J_ABJ_BOY_20200130,2020-01-30T17:32:00.000-0000,P00H51M,658,1516
2J_ABJ_OUA_20200130,2020-01-30T15:40:00.000-0000,P01H04M,833,1919
2J_ACC_OUA_20200130,2020-01-30T08:35:00.000-0000,P01H00M,765,1763
2J_BKO_ABJ_20200130,2020-01-30T01:11:00.000-0000,P01H12M,922,2124
2J_BKO_DKR_20200130,2020-01-30T13:00:00.000-0000,P01H22M,1060,2035
2J_BKO_OUA_20200130,2020-01-30T17:47:00.000-0000,P00H54M,700,1478
2J_BOY_ABJ_20200130,2020-01-30T14:09:00.000-0000,P00H51M,658,1516
2J_BOY_OUA_20200130,2020-01-30T13:42:00.000-0000,P00H26M,335,772
2J_COO_LFW_20200130,2020-01-30T11:35:00.000+0100,P00H10M,127,244
2J_COO_OUA_20200130,2020-01-30T23:14:00.000+0100,P01H01M,793,1675
2J_DKR_BKO_20200130,2020-01-30T00:38:00.000-0000,P01H22M,1060,2442
2J_DKR_OUA_20200130,2020-01-30T13:00:00.000-0000,P02H16M,1749,3694
2J_LFW_OUA_20200130,2020-01-30T07:37:00.000-0000,P00H58M,753,1446
2J_NIM_OUA_20200130,2020-01-30T13:06:00.000+0100,P00H33M,420,806
2J_OUA_ABJ_20200130,2020-01-30T00:10:00.000-0000,P01H04M,833,1759
2J_OUA_ACC_20200130,2020-01-30T02:46:00.000-0000,P01H00M,765,1763
2J_OUA_BKO_20200130,2020-01-30T14:05:00.000-0000,P00H54M,700,1613
2J_OUA_BOY_20200130,2020-01-30T14:38:00.000-0000,P00H26M,335,772
2J_OUA_COO_20200130,2020-01-30T12:52:00.000-0000,P01H01M,793,1675
2J_OUA_DKR_20200130,2020-01-30T18:52:00.000-0000,P02H16M,1749,4030
2J_OUA_LFW_20200130,2020-01-30T01:07:00.000-0000,P00H58M,753,1446
2J_OUA_NIM_20200130,2020-01-30T07:44:00.000-0000,P00H33M,420,806
2K_BOG_GYE_20200130,2020-01-30T16:42:00.000-0500,P01H18M,995,2269
2K_BOG_UIO_20200130,2020-01-30T13:07:00.000-0500,P00H56M,713,1626
2K_CLO_GYE_20200130,2020-01-30T00:44:00.000-0500,P00H58M,744,1696
2K_GYE_BOG_20200130,2020-01-30T04:17:00.000-0500,P01H18M,995,1890
2K_GYE_CLO_20200130,2020-01-30T23:06:00.000-0500,P00H58M,744,1555
2K_GYE_SCY_20200130,2020-01-30T02:04:00.000-0500,P01H26M,1092,2490
2K_GYE_UIO_20200130,2020-01-30T09:09:00.000-0500,P00H22M,282,643
2K_OCC_UIO_20200130,2020-01-30T17:45:00.000-0500,P00H12M,157,358
2K_SCY_GYE_20200130,2020-01-30T13:15:00.000-0600,P01H26M,1092,2282
2K_UIO_BOG_20200130,2020-01-30T05:14:00.000-0500,P00H56M,713,1626
2K_UIO_GYE_20200130,2020-01-30T21:23:00.000-0500,P00H22M,282,536
2K_UIO_OCC_20200130,2020-01-30T02:08:00.000-0500,P00H12M,157,358
2L_BDS_ZRH_20200130,2020-01-30T22:46:00.000+0100,P01H21M,1066,2533
2L_BOD_ZRH_20200130,2020-01-30T13:17:00.000+0100,P00H58M,772,1681
2L_BRS_ZRH_20200130,2020-01-30T21:03:00.000-0000,P01H10M,924,1830
2L_GVA_LPA_20200130,2020-01-30T00:31:00.000+0100,P03H30M,2774,6042
2L_LCA_ZRH_20200130,2020-01-30T23:39:00.000+0200,P03H10M,2507,5957
2L_LPA_ZRH_20200130,2020-01-30T22:38:00.000-0000,P03H47M,3004,5948
2L_RMF_ZRH_20200130,2020-01-30T06:40:00.000+0200,P04H13M,3340,7936
2L_TFS_GVA_20200130,2020-01-30T14:40:00.000-0000,P03H34M,2835,6175
2L_ZRH_BDS_20200130,2020-01-30T03:31:00.000+0100,P01H21M,1066,2111
2L_ZRH_BOD_20200130,2020-01-30T19:58:00.000+0100,P00H58M,772,1681
2L_ZRH_BRS_20200130,2020-01-30T20:36:00.000+0100,P01H10M,924,2195
2L_ZRH_LCA_20200130,2020-01-30T11:54:00.000+0100,P03H10M,2507,4964
2L_ZRH_LPA_20200130,2020-01-30T21:32:00.000+0100,P03H47M,3004,6543
2L_ZRH_RMF_20200130,2020-01-30T19:32:00.000+0100,P04H13M,3340,7275
2N_AJR_LYC_20200130,2020-01-30T05:17:00.000+0100,P00H09M,119,243
2N_ARN_GEV_20200130,2020-01-30T16:56:00.000+0100,P01H08M,845,1572
2N_ARN_HAD_20200130,2020-01-30T15:41:00.000+0100,P00H36M,445,910
2N_ARN_JKG_20200130,2020-01-30T13:32:00.000+0100,P00H24M,306,569
2N_ARN_KRF_20200130,2020-01-30T20:02:00.000+0100,P00H30M,378,844
2N_ARN_KSD_20200130,2020-01-30T19:09:00.000+0100,P00H21M,259,530
2N_ARN_LYC_20200130,2020-01-30T03:48:00.000+0100,P00H43M,546,1219
2N_ARN_MHQ_20200130,2020-01-30T10:52:00.000+0100,P00H09M,122,250
2N_ARN_OER_20200130,2020-01-30T13:14:00.000+0100,P00H34M,422,863
2N_ARN_POR_20200130,2020-01-30T11:45:00.000+0100,P00H23M,293,654
2N_ARN_VBY_20200130,2020-01-30T10:09:00.000+0100,P00H18M,223,498
2N_ARN_VHM_20200130,2020-01-30T22:06:00.000+0100,P00H44M,551,1025
2N_ARN_VXO_20200130,2020-01-30T21:09:00.000+0100,P00H28M,356,662
2N_GEV_ARN_20200130,2020-01-30T15:51:00.000+0100,P01H08M,845,1572
2N_GEV_KRF_20200130,2020-01-30T20:00:00.000+0100,P00H38M,476,1062
2N_HAD_ARN_20200130,2020-01-30T05:19:00.000+0100,P00H36M,445,910
2N_HAD_JKG_20200130,2020-01-30T22:47:00.000+0100,P00H11M,141,262
2N_HAD_VXO_20200130,2020-01-30T20:24:00.000+0100,P00H09M,119,243
2N_HMV_VHM_20200130,2020-01-30T09:30:00.000+0100,P00H12M,159,296
2N_JKG_ARN_20200130,2020-01-30T12:51:00.000+0100,P00H24M,306,626
2N_JKG_HAD_20200130,2020-01-30T13:52:00.000+0100,P00H11M,141,288
2N_KOK_POR_20200130,2020-01-30T08:50:00.000+0200,P00H21M,261,485
2N_KRF_ARN_20200130,2020-01-30T01:37:00.000+0100,P00H30M,378,773
