2B_AER_KZN_20191108,180100.000+0300,P02H21M,1508,2654
2B_ASF_KZN_20191108,053700.000+0400,P01H37M,1041,1832
2B_ASF_MRV_20191108,064600.000+0400,P00H42M,449,718
2B_CEK_KZN_20191108,101400.000+0500,P01H12M,771,1357
2B_CEK_OVB_20191108,111900.000+0500,P02H05M,1340,2144
2B_DME_KZN_20191108,161800.000+0300,P01H07M,716,1146
2B_DME_NBC_20191108,020800.000+0300,P01H24M,893,1572
2B_DME_TGK_20191108,043900.000+0300,P01H25M,916,1759
2B_DME_UUA_20191108,080000.000+0300,P01H29M,952,1828
2B_EGO_KGD_20191108,212900.000+0300,P01H49M,1173,2252
2B_EGO_KZN_20191108,090000.000+0300,P01H34M,1009,1937
2B_GYD_NBC_20191108,053300.000+0400,P02H38M,1687,2969
2B_KGD_EGO_20191108,044300.000+0200,P01H49M,1173,2064
2B_KZN_AER_20191108,031100.000+0300,P02H21M,1508,2895
2B_KZN_ASF_20191108,165700.000+0300,P01H37M,1041,1999
2B_KZN_CEK_20191108,102900.000+0300,P01H12M,771,1357
2B_KZN_DME_20191108,205700.000+0300,P01H07M,716,1260
2B_KZN_EGO_20191108,221900.000+0300,P01H34M,1009,1937
2B_KZN_LED_20191108,231600.000+0300,P01H54M,1218,1949
2B_KZN_SVX_20191108,174700.000+0300,P01H07M,724,1390
2B_LED_KZN_20191108,024900.000+0300,P01H54M,1218,1949
2B_LED_NBC_20191108,143000.000+0300,P02H09M,1374,2638
2B_LED_UUA_20191108,074400.000+0300,P02H17M,1465,2813
2B_MRV_ASF_20191108,201700.000+0300,P00H42M,449,862
2B_NBC_DME_20191108,232300.000+0300,P01H24M,893,1429
2B_NBC_GYD_20191108,060400.000+0300,P02H38M,1687,2969
2B_NBC_LED_20191108,232200.000+0300,P02H09M,1374,2638
2B_NBC_SVX_20191108,062900.000+0300,P00H52M,555,977
2B_NJC_SVX_20191108,122400.000+0500,P01H34M,1013,1945
2B_NJC_UUA_20191108,031500.000+0500,P02H26M,1559,2744
2B_NUX_SVX_20191108,085700.000+0500,P02H04M,1326,2546
2B_OVB_CEK_20191108,061200.000+0700,P02H05M,1340,2358
2B_OVB_SVX_20191108,145300.000+0700,P02H08M,1371,2632
2B_SVX_KZN_20191108,045100.000+0500,P01H07M,724,1390
2B_SVX_NBC_20191108,213300.000+0500,P00H52M,555,977
2B_SVX_NJC_20191108,104600.000+0500,P01H34M,1013,1621
2B_SVX_NUX_20191108,004700.000+0500,P02H04M,1326,2546
2B_SVX_OVB_20191108,031700.000+0500,P02H08M,1371,2413
2B_TGK_DME_20191108,032500.000+0300,P01H25M,916,1466
2B_UUA_DME_20191108,231000.000+0300,P01H29M,952,1828
2B_UUA_LED_20191108,143300.000+0300,P02H17M,1465,2344
2B_UUA_NJC_20191108,220100.000+0300,P02H26M,1559,2744
2I_AYP_LIM_20191108,100500.000-0500,P00H27M,340,696
2I_CUZ_LIM_20191108,061200.000-0500,P00H47M,586,1199
2I_CUZ_PEM_20191108,101000.000-0500,P00H25M,311,694
2I_HUU_LIM_20191108,121600.000-0500,P00H21M,258,480
2I_IQT_PCL_20191108,201000.000-0500,P00H42M,530,1084
2I_IQT_TPP_20191108,034900.000-0500,P00H36M,455,931
2I_LIM_AYP_20191108,070600.000-0500,P00H27M,340,632
2I_LIM_CUZ_20191108,150800.000-0500,P00H47M,586,1308
2I_LIM_HUU_20191108,074200.000-0500,P00H21M,258,576
2I_LIM_PCL_20191108,020900.000-0500,P00H39M,492,915
2I_LIM_TPP_20191108,161200.000-0500,P00H49M,619,1266
2I_PCL_IQT_20191108,185100.000-0500,P00H42M,530,986
2I_PCL_LIM_20191108,234100.000-0500,P00H39M,492,1007
2I_PCL_TPP_20191108,024900.000-0500,P00H23M,288,589
2I_PEM_CUZ_20191108,044100.000-0500,P00H25M,311,578
2I_TPP_IQT_20191108,093000.000-0500,P00H36M,455,846
2I_TPP_LIM_20191108,185700.000-0500,P00H49M,619,1151
2I_TPP_PCL_20191108,121500.000-0500,P00H23M,288,589
2J_ABJ_BOY_20191108,084000.000-0000,P00H58M,658,1119
2J_ABJ_OUA_20191108,032600.000-0000,P01H13M,833,1558
2J_ACC_OUA_20191108,185100.000-0000,P01H07M,765,1431
2J_BKO_ABJ_20191108,153300.000-0000,P01H21M,922,1567
2J_BKO_DKR_20191108,090100.000-0000,P01H33M,1060,2162
2J_BKO_OUA_20191108,174400.000-0000,P01H01M,700,1190
