2B_AER_KZN_20200106,2020-01-06T12:48:00.000+0300,PT02H21M,1508,2413
2B_ASF_KZN_20200106,2020-01-06T05:00:00.000+0400,PT01H37M,1041,1999
2B_ASF_MRV_20200106,2020-01-06T13:04:00.000+0400,PT00H42M,449,862
2B_CEK_KZN_20200106,2020-01-06T00:03:00.000+0500,PT01H12M,771,1357
2B_CEK_OVB_20200106,2020-01-06T08:30:00.000+0500,PT02H05M,1340,2144
2B_DME_KZN_20200106,2020-01-06T21:39:00.000+0300,PT01H07M,716,1146
2B_DME_NBC_20200106,2020-01-06T14:49:00.000+0300,PT01H24M,893,1572
2B_DME_TGK_20200106,2020-01-06T07:17:00.000+0300,PT01H25M,916,1612
2B_DME_UUA_20200106,2020-01-06T09:58:00.000+0300,PT01H29M,952,1676
2B_EGO_KGD_20200106,2020-01-06T13:04:00.000+0300,PT01H49M,1173,2064
2B_EGO_KZN_20200106,2020-01-06T04:16:00.000+0300,PT01H34M,1009,1614
2B_GYD_NBC_20200106,2020-01-06T09:48:00.000+0400,PT02H38M,1687,2699
2B_KGD_EGO_20200106,2020-01-06T10:39:00.000+0200,PT01H49M,1173,1877
2B_KZN_AER_20200106,2020-01-06T04:34:00.000+0300,PT02H21M,1508,2654
2B_KZN_ASF_20200106,2020-01-06T06:20:00.000+0300,PT01H37M,1041,1666
2B_KZN_CEK_20200106,2020-01-06T01:48:00.000+0300,PT01H12M,771,1234
2B_KZN_DME_20200106,2020-01-06T04:19:00.000+0300,PT01H07M,716,1146
2B_KZN_EGO_20200106,2020-01-06T18:44:00.000+0300,PT01H34M,1009,1776
2B_KZN_LED_20200106,2020-01-06T16:54:00.000+0300,PT01H54M,1218,1949
2B_KZN_SVX_20200106,2020-01-06T03:33:00.000+0300,PT01H07M,724,1390
2B_LED_KZN_20200106,2020-01-06T05:42:00.000+0300,PT01H54M,1218,2339
2B_LED_NBC_20200106,2020-01-06T01:31:00.000+0300,PT02H09M,1374,2418
2B_LED_UUA_20200106,2020-01-06T01:40:00.000+0300,PT02H17M,1465,2578
2B_MRV_ASF_20200106,2020-01-06T18:10:00.000+0300,PT00H42M,449,862
2B_NBC_DME_20200106,2020-01-06T17:08:00.000+0300,PT01H24M,893,1715
2B_NBC_GYD_20200106,2020-01-06T17:44:00.000+0300,PT02H38M,1687,3239
2B_NBC_LED_20200106,2020-01-06T02:03:00.000+0300,PT02H09M,1374,2638
2B_NBC_SVX_20200106,2020-01-06T01:05:00.000+0300,PT00H52M,555,977
2B_NJC_SVX_20200106,2020-01-06T01:09:00.000+0500,PT01H34M,1013,1621
2B_NJC_UUA_20200106,2020-01-06T03:25:00.000+0500,PT02H26M,1559,2744
2B_NUX_SVX_20200106,2020-01-06T16:00:00.000+0500,PT02H04M,1326,2546
2B_OVB_CEK_20200106,2020-01-06T02:40:00.000+0700,PT02H05M,1340,2358
2B_OVB_SVX_20200106,2020-01-06T09:55:00.000+0700,PT02H08M,1371,2413
2B_SVX_KZN_20200106,2020-01-06T10:42:00.000+0500,PT01H07M,724,1390
2B_SVX_NBC_20200106,2020-01-06T08:07:00.000+0500,PT00H52M,555,1066
2B_SVX_NJC_20200106,2020-01-06T04:44:00.000+0500,PT01H34M,1013,1621
2B_SVX_NUX_20200106,2020-01-06T09:41:00.000+0500,PT02H04M,1326,2546
2B_SVX_OVB_20200106,2020-01-06T07:45:00.000+0500,PT02H08M,1371,2194
2B_TGK_DME_20200106,2020-01-06T14:53:00.000+0300,PT01H25M,916,1612
2B_UUA_DME_20200106,2020-01-06T23:44:00.000+0300,PT01H29M,952,1523
2B_UUA_LED_20200106,2020-01-06T23:37:00.000+0300,PT02H17M,1465,2813
2B_UUA_NJC_20200106,2020-01-06T12:48:00.000+0300,PT02H26M,1559,2993
2I_AYP_LIM_20200106,2020-01-06T15:20:00.000-0500,PT00H31M,340,551
2I_CUZ_LIM_20200106,2020-01-06T02:02:00.000-0500,PT00H54M,586,1044
2I_CUZ_PEM_20200106,2020-01-06T20:24:00.000-0500,PT00H28M,311,504
2I_HUU_LIM_20200106,2020-01-06T17:27:00.000-0500,PT00H24M,258,502
2I_IQT_PCL_20200106,2020-01-06T07:35:00.000-0500,PT00H49M,530,859
2I_IQT_TPP_20200106,2020-01-06T15:28:00.000-0500,PT00H42M,455,811
2I_LIM_AYP_20200106,2020-01-06T10:06:00.000-0500,PT00H31M,340,661
2I_LIM_CUZ_20200106,2020-01-06T07:15:00.000-0500,PT00H54M,586,1044
2I_LIM_HUU_20200106,2020-01-06T22:09:00.000-0500,PT00H24M,258,502
2I_LIM_PCL_20200106,2020-01-06T04:10:00.000-0500,PT00H45M,492,956
2I_LIM_TPP_20200106,2020-01-06T14:31:00.000-0500,PT00H57M,619,1003
2I_PCL_IQT_20200106,2020-01-06T17:15:00.000-0500,PT00H49M,530,859
2I_PCL_LIM_20200106,2020-01-06T21:00:00.000-0500,PT00H45M,492,877
2I_PCL_TPP_20200106,2020-01-06T01:09:00.000-0500,PT00H26M,288,467
2I_PEM_CUZ_20200106,2020-01-06T21:33:00.000-0500,PT00H28M,311,504
2I_TPP_IQT_20200106,2020-01-06T09:23:00.000-0500,PT00H42M,455,885
2I_TPP_LIM_20200106,2020-01-06T16:02:00.000-0500,PT00H57M,619,1203
2I_TPP_PCL_20200106,2020-01-06T05:47:00.000-0500,PT00H26M,288,513
2J_ABJ_BOY_20200106,2020-01-06T15:02:00.000-0000,PT00H51M,658,1532
2J_ABJ_OUA_20200106,2020-01-06T09:52:00.000-0000,PT01H04M,833,1778
2J_ACC_OUA_20200106,2020-01-06T08:24:00.000-0000,PT00H59M,765,1781
2J_BKO_ABJ_20200106,2020-01-06T23:50:00.000-0000,PT01H11M,922,1968
2J_BKO_DKR_20200106,2020-01-06T08:18:00.000-0000,PT01H22M,1060,2056
2J_BKO_OUA_20200106,2020-01-06T17:29:00.000-0000,PT00H54M,700,1358
2J_BOY_ABJ_20200106,2020-01-06T18:06:00.000-0000,PT00H51M,658,1532
2J_BOY_OUA_20200106,2020-01-06T14:09:00.000-0000,PT00H25M,335,715
2J_COO_LFW_20200106,2020-01-06T01:17:00.000+0100,PT00H09M,127,271
2J_COO_OUA_20200106,2020-01-06T18:13:00.000+0100,PT01H01M,793,1846
2J_DKR_BKO_20200106,2020-01-06T16:05:00.000-0000,PT01H22M,1060,2262
2J_DKR_OUA_20200106,2020-01-06T08:47:00.000-0000,PT02H15M,1749,4072
2J_LFW_OUA_20200106,2020-01-06T01:13:00.000-0000,PT00H58M,753,1753
2J_NIM_OUA_20200106,2020-01-06T12:26:00.000+0100,PT00H32M,420,896
2J_OUA_ABJ_20200106,2020-01-06T19:37:00.000-0000,PT01H04M,833,1778
2J_OUA_ACC_20200106,2020-01-06T05:43:00.000-0000,PT00H59M,765,1781
2J_OUA_BKO_20200106,2020-01-06T12:40:00.000-0000,PT00H54M,700,1358
2J_OUA_BOY_20200106,2020-01-06T09:10:00.000-0000,PT00H25M,335,715
2J_OUA_COO_20200106,2020-01-06T11:45:00.000-0000,PT01H01M,793,1692
2J_OUA_DKR_20200106,2020-01-06T03:01:00.000-0000,PT02H15M,1749,3393
2J_OUA_LFW_20200106,2020-01-06T20:17:00.000-0000,PT00H58M,753,1753
2J_OUA_NIM_20200106,2020-01-06T20:01:00.000-0000,PT00H32M,420,896
2K_BOG_GYE_20200106,2020-01-06T21:45:00.000-0500,PT01H15M,995,1970
2K_BOG_UIO_20200106,2020-01-06T20:23:00.000-0500,PT00H54M,713,1412
2K_CLO_GYE_20200106,2020-01-06T02:00:00.000-0500,PT00H56M,744,1620
2K_GYE_BOG_20200106,2020-01-06T22:29:00.000-0500,PT01H15M,995,1970
2K_GYE_CLO_20200106,2020-01-06T16:33:00.000-0500,PT00H56M,744,1473
2K_GYE_SCY_20200106,2020-01-06T09:58:00.000-0500,PT01H22M,1092,2162
2K_GYE_UIO_20200106,2020-01-06T07:00:00.000-0500,PT00H21M,282,614
2K_OCC_UIO_20200106,2020-01-06T18:34:00.000-0500,PT00H12M,157,373
2K_SCY_GYE_20200106,2020-01-06T02:38:00.000-0600,PT01H22M,1092,2595
2K_UIO_BOG_20200106,2020-01-06T05:22:00.000-0500,PT00H54M,713,1694
2K_UIO_GYE_20200106,2020-01-06T07:42:00.000-0500,PT00H21M,282,558
2K_UIO_OCC_20200106,2020-01-06T16:03:00.000-0500,PT00H12M,157,373
2L_BDS_ZRH_20200106,2020-01-06T07:23:00.000+0100,PT01H31M,1066,1855
2L_BOD_ZRH_20200106,2020-01-06T23:01:00.000+0100,PT01H06M,772,1612
2L_BRS_ZRH_20200106,2020-01-06T18:16:00.000-0000,PT01H19M,924,1929
2L_GVA_LPA_20200106,2020-01-06T01:10:00.000+0100,PT03H59M,2774,4827
2L_LCA_ZRH_20200106,2020-01-06T18:12:00.000+0200,PT03H36M,2507,4362
2L_LPA_ZRH_20200106,2020-01-06T08:14:00.000-0000,PT04H19M,3004,6272
2L_RMF_ZRH_20200106,2020-01-06T13:51:00.000+0200,PT04H48M,3340,6974
2L_TFS_GVA_20200106,2020-01-06T04:28:00.000-0000,PT04H04M,2835,5426
2L_ZRH_BDS_20200106,2020-01-06T19:33:00.000+0100,PT01H31M,1066,2040
2L_ZRH_BOD_20200106,2020-01-06T04:21:00.000+0100,PT01H06M,772,1478
2L_ZRH_BRS_20200106,2020-01-06T15:42:00.000+0100,PT01H19M,924,1608
2L_ZRH_LCA_20200106,2020-01-06T07:46:00.000+0100,PT03H36M,2507,4362
2L_ZRH_LPA_20200106,2020-01-06T23:03:00.000+0100,PT04H19M,3004,6272
2L_ZRH_RMF_20200106,2020-01-06T11:42:00.000+0100,PT04H48M,3340,5812
2N_AJR_LYC_20200106,2020-01-06T12:43:00.000+0100,PT00H09M,119,224
2N_ARN_GEV_20200106,2020-01-06T10:11:00.000+0100,PT01H07M,845,1906
2N_ARN_HAD_20200106,2020-01-06T13:38:00.000+0100,PT00H35M,445,837
2N_ARN_JKG_20200106,2020-01-06T07:49:00.000+0100,PT00H24M,306,690
2N_ARN_KRF_20200106,2020-01-06T12:50:00.000+0100,PT00H30M,378,782
2N_ARN_KSD_20200106,2020-01-06T06:53:00.000+0100,PT00H20M,259,487
2N_ARN_LYC_20200106,2020-01-06T06:17:00.000+0100,PT00H43M,546,1129
2N_ARN_MHQ_20200106,2020-01-06T04:08:00.000+0100,PT00H09M,122,229
2N_ARN_OER_20200106,2020-01-06T16:12:00.000+0100,PT00H33M,422,793
2N_ARN_POR_20200106,2020-01-06T10:05:00.000+0100,PT00H23M,293,661
2N_ARN_VBY_20200106,2020-01-06T18:49:00.000+0100,PT00H18M,223,503
2N_ARN_VHM_20200106,2020-01-06T14:24:00.000+0100,PT00H43M,551,1139
2N_ARN_VXO_20200106,2020-01-06T00:05:00.000+0100,PT00H28M,356,669
2N_GEV_ARN_20200106,2020-01-06T04:20:00.000+0100,PT01H07M,845,1747
2N_GEV_KRF_20200106,2020-01-06T01:03:00.000+0100,PT00H37M,476,984
2N_HAD_ARN_20200106,2020-01-06T00:29:00.000+0100,PT00H35M,445,920
2N_HAD_JKG_20200106,2020-01-06T09:27:00.000+0100,PT00H11M,141,318
2N_HAD_VXO_20200106,2020-01-06T05:53:00.000+0100,PT00H09M,119,224
2N_HMV_VHM_20200106,2020-01-06T02:02:00.000+0100,PT00H12M,159,299
2N_JKG_ARN_20200106,2020-01-06T18:28:00.000+0100,PT00H24M,306,690
2N_JKG_HAD_20200106,2020-01-06T11:50:00.000+0100,PT00H11M,141,265
2N_KOK_POR_20200106,2020-01-06T00:14:00.000+0200,PT00H21M,261,589
2N_KRF_ARN_20200106,2020-01-06T18:37:00.000+0100,PT00H30M,378,711
2N_KRF_GEV_20200106,2020-01-06T21:58:00.000+0100,PT00H37M,476,984
2N_KSD_ARN_20200106,2020-01-06T19:47:00.000+0100,PT00H20M,259,584
2N_LYC_AJR_20200106,2020-01-06T22:51:00.000+0100,PT00H09M,119,268
2N_LYC_ARN_20200106,2020-01-06T07:23:00.000+0100,PT00H43M,546,1129
2N_MHQ_ARN_20200106,2020-01-06T05:46:00.000+0200,PT00H09M,122,252
2N_MHQ_TKU_20200106,2020-01-06T17:16:00.000+0200,PT00H10M,137,283
2N_OER_ARN_20200106,2020-01-06T10:13:00.000+0100,PT00H33M,422,793
2N_OSL_VXO_20200106,2020-01-06T20:57:00.000+0100,PT00H33M,414,856
2N_POR_ARN_20200106,2020-01-06T03:26:00.000+0200,PT00H23M,293,551
2N_POR_KOK_20200106,2020-01-06T20:44:00.000+0200,PT00H21M,261,540
2N_TKU_MHQ_20200106,2020-01-06T14:57:00.000+0200,PT00H10M,137,283
2N_VBY_ARN_20200106,2020-01-06T05:11:00.000+0100,PT00H18M,223,419
2N_VHM_ARN_20200106,2020-01-06T01:09:00.000+0100,PT00H43M,551,1243
2N_VHM_HMV_20200106,2020-01-06T05:52:00.000+0100,PT00H12M,159,359
2N_VXO_ARN_20200106,2020-01-06T05:10:00.000+0100,PT00H28M,356,803
2N_VXO_OSL_20200106,2020-01-06T00:57:00.000+0100,PT00H33M,414,934
2O_ADQ_KLN_20200106,2020-01-06T15:00:00.000-0900,PT00H08M,92,183
2O_KLN_KYK_20200106,2020-01-06T19:03:00.000-0900,PT00H02M,28,46
2P_BSO_MNL_20200106,2020-01-06T18:44:00.000+0800,PT00H56M,669,1429
2P_BXU_MNL_20200106,2020-01-06T22:23:00.000+0800,PT01H06M,786,1399
2P_CBO_MNL_20200106,2020-01-06T04:47:00.000+0800,PT01H15M,888,1897
2P_CRM_MNL_20200106,2020-01-06T23:25:00.000+0800,PT00H37M,450,801
2P_DGT_MNL_20200106,2020-01-06T13:43:00.000+0800,PT00H52M,627,1116
2P_DWC_MNL_20200106,2020-01-06T21:22:00.000+0400,PT09H44M,6935,14813
2P_GES_MNL_20200106,2020-01-06T13:56:00.000+0800,PT01H27M,1041,1853
2P_KLO_MNL_20200106,2020-01-06T22:21:00.000+0800,PT00H29M,347,679
2P_LGP_MNL_20200106,2020-01-06T05:50:00.000+0800,PT00H27M,330,587
2P_MNL_BSO_20200106,2020-01-06T03:55:00.000+0800,PT00H56M,669,1310
2P_MNL_BXU_20200106,2020-01-06T13:30:00.000+0800,PT01H06M,786,1539
2P_MNL_CBO_20200106,2020-01-06T05:08:00.000+0800,PT01H15M,888,1581
2P_MNL_CRM_20200106,2020-01-06T04:52:00.000+0800,PT00H37M,450,881
2P_MNL_DGT_20200106,2020-01-06T11:44:00.000+0800,PT00H52M,627,1339
2P_MNL_DWC_20200106,2020-01-06T18:57:00.000+0800,PT09H44M,6935,13579
2P_MNL_GES_20200106,2020-01-06T09:11:00.000+0800,PT01H27M,1041,2224
2P_MNL_KLO_20200106,2020-01-06T04:28:00.000+0800,PT00H29M,347,679
2P_MNL_LGP_20200106,2020-01-06T14:57:00.000+0800,PT00H27M,330,705
2P_MNL_MPH_20200106,2020-01-06T18:33:00.000+0800,PT00H25M,305,543
2P_MNL_OZC_20200106,2020-01-06T22:24:00.000+0800,PT01H04M,769,1369
2P_MNL_PPS_20200106,2020-01-06T15:44:00.000+0800,PT00H49M,585,1145
2P_MNL_RXS_20200106,2020-01-06T02:08:00.000+0800,PT00H31M,374,732
2P_MNL_SUG_20200106,2020-01-06T05:03:00.000+0800,PT01H00M,718,1278
2P_MNL_TUG_20200106,2020-01-06T21:24:00.000+0800,PT00H30M,357,635
2P_MNL_ZAM_20200106,2020-01-06T01:47:00.000+0800,PT01H12M,852,1820
2P_MPH_MNL_20200106,2020-01-06T00:53:00.000+0800,PT00H25M,305,543
2P_OZC_MNL_20200106,2020-01-06T19:33:00.000+0800,PT01H04M,769,1506
2P_PPS_MNL_20200106,2020-01-06T22:40:00.000+0800,PT00H49M,585,1041
2P_RXS_MNL_20200106,2020-01-06T19:40:00.000+0800,PT00H31M,374,666
2P_SUG_MNL_20200106,2020-01-06T12:10:00.000+0800,PT01H00M,718,1278
2P_TUG_MNL_20200106,2020-01-06T18:58:00.000+0800,PT00H30M,357,635
2P_ZAM_MNL_20200106,2020-01-06T23:32:00.000+0800,PT01H12M,852,1820
3E_BRL_ORD_20200106,2020-01-06T22:21:00.000-0600,PT00H24M,300,620
3E_BRL_STL_20200106,2020-01-06T12:53:00.000-0600,PT00H18M,235,530
3E_DEC_ORD_20200106,2020-01-06T09:02:00.000-0600,PT00H20M,252,569
3E_DEC_STL_20200106,2020-01-06T20:15:00.000-0600,PT00H14M,177,399
3E_JBR_STL_20200106,2020-01-06T15:28:00.000-0600,PT00H25M,326,674
3E_ORD_BRL_20200106,2020-01-06T17:50:00.000-0600,PT00H24M,300,620
3E_ORD_DEC_20200106,2020-01-06T14:24:00.000-0600,PT00H20M,252,569
3E_STL_BRL_20200106,2020-01-06T03:01:00.000-0600,PT00H18M,235,442
3E_STL_DEC_20200106,2020-01-06T02:23:00.000-0600,PT00H14M,177,366
3E_STL_JBR_20200106,2020-01-06T17:49:00.000-0600,PT00H25M,326,613
3F_KTN_MTM_20200106,2020-01-06T18:48:00.000-0900,PT00H01M,26,59
3F_MTM_KTN_20200106,2020-01-06T21:46:00.000-0900,PT00H01M,26,49
3G_ACC_DKR_20200106,2020-01-06T06:58:00.000-0000,PT02H59M,2151,4259
3G_ACC_LOS_20200106,2020-01-06T06:16:00.000-0000,PT00H33M,401,794
3G_ACC_ROB_20200106,2020-01-06T02:40:00.000-0000,PT01H34M,1131,2036
